voucher_id,date,type,warehouse_id
PK-20263641,2026-04-04,nhap,vat_tu
PK-20263867,2026-04-04,xuat,hanh_chinh
PK-20264026,2026-04-04,nhap,hanh_chinh
PK-20264346,2026-04-04,nhap,hang_hoa
PK-20264507,2026-04-04,nhap,hanh_chinh
PK-20264534,2026-04-04,xuat,vat_tu
PK-20264546,2026-04-04,xuat,nguyen_lieu_chinh
PK-20264700,2026-04-04,nhap,son_dau_mau
PK-20264765,2026-04-04,nhap,son_dau_mau
PK-20264808,2026-04-04,xuat,dong_goi
PK-20264856,2026-04-04,xuat,son_dau_mau
PK-20264895,2026-04-04,nhap,nguyen_lieu_chinh
PK-20265141,2026-04-04,xuat,hanh_chinh
PK-20265283,2026-04-04,nhap,hanh_chinh
PK-20265412,2026-04-04,nhap,thanh_pham
PK-20265490,2026-04-04,nhap,dong_goi
PK-20265598,2026-04-04,nhap,vat_tu
PK-20265627,2026-04-04,xuat,son_dau_mau
PK-20265852,2026-04-04,xuat,hang_hoa
PK-20265884,2026-04-04,nhap,hang_hoa
PK-20265919,2026-04-04,xuat,dong_goi
PK-20266298,2026-04-04,nhap,nguyen_lieu_chinh
PK-20266489,2026-04-04,nhap,hanh_chinh
PK-20267125,2026-04-04,xuat,son_dau_mau
PK-20267199,2026-04-04,xuat,thanh_pham
PK-20267313,2026-04-04,nhap,thanh_pham
PK-20267583,2026-04-04,nhap,hang_hoa
PK-20267771,2026-04-04,xuat,son_dau_mau
PK-20268150,2026-04-04,nhap,hanh_chinh
PK-20268369,2026-04-04,nhap,hang_hoa
PK-20268450,2026-04-04,nhap,dong_goi
PK-20268463,2026-04-04,xuat,dong_goi
PK-20260007,2026-04-05,nhap,hang_hoa
PK-20260214,2026-04-05,nhap,vat_tu
PK-20260412,2026-04-05,xuat,nguyen_lieu_chinh
PK-20260630,2026-04-05,xuat,dong_goi
PK-20260951,2026-04-05,xuat,thanh_pham
PK-20261114,2026-04-05,nhap,thanh_pham
PK-20261143,2026-04-05,nhap,nguyen_lieu_chinh
PK-20261264,2026-04-05,nhap,thanh_pham
PK-20261701,2026-04-05,nhap,nguyen_lieu_chinh
PK-20261927,2026-04-05,xuat,son_dau_mau
PK-20262285,2026-04-05,xuat,vat_tu
PK-20262396,2026-04-05,nhap,thanh_pham
PK-20262599,2026-04-05,xuat,dong_goi
PK-20262734,2026-04-05,xuat,hanh_chinh
PK-20262740,2026-04-05,nhap,dong_goi
PK-20262778,2026-04-05,xuat,dong_goi
PK-20262785,2026-04-05,nhap,thanh_pham
PK-20262965,2026-04-05,nhap,hanh_chinh
PK-20263109,2026-04-05,nhap,son_dau_mau
PK-20263269,2026-04-05,xuat,nguyen_lieu_chinh
PK-20263430,2026-04-05,nhap,nguyen_lieu_chinh
PK-20263432,2026-04-05,nhap,son_dau_mau
PK-20263469,2026-04-05,nhap,vat_tu
PK-20263643,2026-04-05,nhap,nguyen_lieu_chinh
PK-20263722,2026-04-05,xuat,hang_hoa
PK-20264220,2026-04-05,xuat,hang_hoa
PK-20264722,2026-04-05,xuat,hanh_chinh
PK-20264767,2026-04-05,xuat,hanh_chinh
PK-20265231,2026-04-05,xuat,nguyen_lieu_chinh
PK-20265645,2026-04-05,nhap,dong_goi
PK-20265820,2026-04-05,xuat,dong_goi
PK-20266022,2026-04-05,nhap,thanh_pham
PK-20266050,2026-04-05,xuat,nguyen_lieu_chinh
PK-20266164,2026-04-05,xuat,vat_tu
PK-20266236,2026-04-05,xuat,hang_hoa
PK-20266272,2026-04-05,nhap,vat_tu
PK-20266515,2026-04-05,xuat,hanh_chinh
PK-20266530,2026-04-05,xuat,son_dau_mau
PK-20266874,2026-04-05,xuat,nguyen_lieu_chinh
PK-20266971,2026-04-05,nhap,thanh_pham
PK-20267134,2026-04-05,nhap,hanh_chinh
PK-20267390,2026-04-05,nhap,hang_hoa
PK-20268092,2026-04-05,xuat,nguyen_lieu_chinh
PK-20268342,2026-04-05,nhap,dong_goi
PK-20260016,2026-04-06,xuat,thanh_pham
PK-20260136,2026-04-06,xuat,hanh_chinh
PK-20260218,2026-04-06,xuat,son_dau_mau
PK-20260418,2026-04-06,xuat,hang_hoa
PK-20260421,2026-04-06,nhap,son_dau_mau
PK-20260425,2026-04-06,nhap,vat_tu
PK-20260511,2026-04-06,xuat,vat_tu
PK-20260529,2026-04-06,xuat,nguyen_lieu_chinh
PK-20260823,2026-04-06,nhap,hanh_chinh
PK-20260836,2026-04-06,nhap,hang_hoa
PK-20260900,2026-04-06,xuat,nguyen_lieu_chinh
PK-20260906,2026-04-06,xuat,hang_hoa
PK-20260963,2026-04-06,xuat,hang_hoa
PK-20261442,2026-04-06,nhap,hanh_chinh
PK-20261878,2026-04-06,nhap,vat_tu
PK-20261886,2026-04-06,xuat,hang_hoa
PK-20261890,2026-04-06,xuat,hanh_chinh
PK-20261924,2026-04-06,nhap,hang_hoa
PK-20262017,2026-04-06,nhap,vat_tu
PK-20262041,2026-04-06,nhap,son_dau_mau
PK-20262047,2026-04-06,nhap,hanh_chinh
PK-20262554,2026-04-06,xuat,hang_hoa
PK-20262667,2026-04-06,xuat,dong_goi
PK-20262890,2026-04-06,nhap,dong_goi
PK-20262895,2026-04-06,xuat,dong_goi
PK-20263255,2026-04-06,nhap,son_dau_mau
PK-20263307,2026-04-06,xuat,son_dau_mau
PK-20263623,2026-04-06,xuat,hang_hoa
PK-20264097,2026-04-06,xuat,hang_hoa
PK-20264186,2026-04-06,xuat,hang_hoa
PK-20264375,2026-04-06,xuat,son_dau_mau
PK-20264444,2026-04-06,nhap,nguyen_lieu_chinh
PK-20264459,2026-04-06,nhap,hang_hoa
PK-20264472,2026-04-06,xuat,son_dau_mau
PK-20264566,2026-04-06,xuat,vat_tu
PK-20264689,2026-04-06,nhap,thanh_pham
PK-20264806,2026-04-06,xuat,thanh_pham
PK-20264913,2026-04-06,xuat,dong_goi
PK-20265037,2026-04-06,xuat,thanh_pham
PK-20265070,2026-04-06,xuat,dong_goi
PK-20265211,2026-04-06,xuat,hanh_chinh
PK-20265421,2026-04-06,nhap,hanh_chinh
PK-20265778,2026-04-06,xuat,son_dau_mau
PK-20266060,2026-04-06,nhap,dong_goi
PK-20266520,2026-04-06,nhap,dong_goi
PK-20266651,2026-04-06,nhap,thanh_pham
PK-20266679,2026-04-06,nhap,vat_tu
PK-20266743,2026-04-06,nhap,hanh_chinh
PK-20266912,2026-04-06,nhap,dong_goi
PK-20267073,2026-04-06,xuat,dong_goi
PK-20267603,2026-04-06,nhap,hang_hoa
PK-20267686,2026-04-06,nhap,dong_goi
PK-20267769,2026-04-06,nhap,hang_hoa
PK-20267871,2026-04-06,nhap,hang_hoa
PK-20268054,2026-04-06,nhap,dong_goi
PK-20268140,2026-04-06,nhap,vat_tu
PK-20268403,2026-04-06,nhap,thanh_pham
PK-20260059,2026-04-07,xuat,hang_hoa
PK-20260271,2026-04-07,xuat,son_dau_mau
PK-20260288,2026-04-07,nhap,hanh_chinh
PK-20260600,2026-04-07,xuat,nguyen_lieu_chinh
PK-20260753,2026-04-07,nhap,thanh_pham
PK-20260802,2026-04-07,nhap,vat_tu
PK-20260839,2026-04-07,nhap,vat_tu
PK-20261009,2026-04-07,xuat,vat_tu
PK-20261015,2026-04-07,nhap,hang_hoa
PK-20261049,2026-04-07,xuat,hang_hoa
PK-20261351,2026-04-07,xuat,dong_goi
PK-20261830,2026-04-07,nhap,hang_hoa
PK-20262057,2026-04-07,nhap,dong_goi
PK-20262752,2026-04-07,nhap,thanh_pham
PK-20262854,2026-04-07,xuat,hanh_chinh
PK-20263119,2026-04-07,nhap,hanh_chinh
PK-20263441,2026-04-07,xuat,hang_hoa
PK-20263627,2026-04-07,xuat,hang_hoa
PK-20263652,2026-04-07,xuat,dong_goi
PK-20263806,2026-04-07,nhap,dong_goi
PK-20264031,2026-04-07,xuat,vat_tu
PK-20264178,2026-04-07,nhap,vat_tu
PK-20264475,2026-04-07,xuat,hanh_chinh
PK-20264523,2026-04-07,xuat,hang_hoa
PK-20264881,2026-04-07,xuat,hang_hoa
PK-20265270,2026-04-07,nhap,vat_tu
PK-20265363,2026-04-07,xuat,son_dau_mau
PK-20265365,2026-04-07,xuat,dong_goi
PK-20265378,2026-04-07,xuat,hanh_chinh
PK-20265536,2026-04-07,nhap,dong_goi
PK-20265542,2026-04-07,nhap,hang_hoa
PK-20265806,2026-04-07,xuat,hanh_chinh
PK-20265831,2026-04-07,nhap,hang_hoa
PK-20266193,2026-04-07,nhap,dong_goi
PK-20266598,2026-04-07,nhap,hang_hoa
PK-20266628,2026-04-07,nhap,hang_hoa
PK-20266788,2026-04-07,xuat,thanh_pham
PK-20266816,2026-04-07,nhap,hanh_chinh
PK-20267096,2026-04-07,nhap,thanh_pham
PK-20267362,2026-04-07,xuat,hanh_chinh
PK-20267378,2026-04-07,xuat,hanh_chinh
PK-20267909,2026-04-07,nhap,hanh_chinh
PK-20267917,2026-04-07,nhap,hanh_chinh
PK-20268001,2026-04-07,nhap,hanh_chinh
PK-20268088,2026-04-07,xuat,dong_goi
PK-20268089,2026-04-07,nhap,dong_goi
PK-20260189,2026-04-08,xuat,thanh_pham
PK-20260207,2026-04-08,xuat,dong_goi
PK-20260350,2026-04-08,nhap,hang_hoa
PK-20260392,2026-04-08,xuat,hang_hoa
PK-20260464,2026-04-08,nhap,nguyen_lieu_chinh
PK-20260466,2026-04-08,xuat,vat_tu
PK-20260494,2026-04-08,nhap,son_dau_mau
PK-20260531,2026-04-08,xuat,nguyen_lieu_chinh
PK-20261133,2026-04-08,xuat,nguyen_lieu_chinh
PK-20261217,2026-04-08,nhap,hang_hoa
PK-20261233,2026-04-08,nhap,hang_hoa
PK-20261293,2026-04-08,nhap,vat_tu
PK-20261453,2026-04-08,xuat,hang_hoa
PK-20261517,2026-04-08,xuat,nguyen_lieu_chinh
PK-20261581,2026-04-08,nhap,vat_tu
PK-20261873,2026-04-08,nhap,vat_tu
PK-20262020,2026-04-08,xuat,nguyen_lieu_chinh
PK-20262185,2026-04-08,nhap,dong_goi
PK-20262219,2026-04-08,xuat,son_dau_mau
PK-20262319,2026-04-08,nhap,dong_goi
PK-20262336,2026-04-08,xuat,hang_hoa
PK-20262684,2026-04-08,nhap,dong_goi
PK-20262768,2026-04-08,xuat,son_dau_mau
PK-20263087,2026-04-08,nhap,dong_goi
PK-20263166,2026-04-08,nhap,hang_hoa
PK-20263317,2026-04-08,xuat,nguyen_lieu_chinh
PK-20263563,2026-04-08,xuat,dong_goi
PK-20263697,2026-04-08,xuat,thanh_pham
PK-20263826,2026-04-08,nhap,hanh_chinh
PK-20264338,2026-04-08,nhap,vat_tu
PK-20264347,2026-04-08,xuat,nguyen_lieu_chinh
PK-20264389,2026-04-08,xuat,nguyen_lieu_chinh
PK-20264476,2026-04-08,xuat,vat_tu
PK-20264661,2026-04-08,xuat,vat_tu
PK-20264792,2026-04-08,nhap,thanh_pham
PK-20264981,2026-04-08,xuat,son_dau_mau
PK-20265171,2026-04-08,nhap,dong_goi
PK-20265295,2026-04-08,xuat,hang_hoa
PK-20265395,2026-04-08,nhap,thanh_pham
PK-20265461,2026-04-08,xuat,vat_tu
PK-20265512,2026-04-08,nhap,dong_goi
PK-20265546,2026-04-08,xuat,nguyen_lieu_chinh
PK-20265848,2026-04-08,xuat,hang_hoa
PK-20266073,2026-04-08,xuat,vat_tu
PK-20266105,2026-04-08,nhap,dong_goi
PK-20266299,2026-04-08,xuat,dong_goi
PK-20266566,2026-04-08,xuat,dong_goi
PK-20266595,2026-04-08,nhap,thanh_pham
PK-20266764,2026-04-08,xuat,dong_goi
PK-20267498,2026-04-08,xuat,thanh_pham
PK-20267754,2026-04-08,xuat,son_dau_mau
PK-20267869,2026-04-08,xuat,dong_goi
PK-20268367,2026-04-08,nhap,dong_goi
PK-20260060,2026-04-09,nhap,nguyen_lieu_chinh
PK-20260180,2026-04-09,xuat,hanh_chinh
PK-20260249,2026-04-09,nhap,hanh_chinh
PK-20260524,2026-04-09,xuat,dong_goi
PK-20260570,2026-04-09,xuat,thanh_pham
PK-20260700,2026-04-09,nhap,nguyen_lieu_chinh
PK-20260861,2026-04-09,nhap,vat_tu
PK-20260896,2026-04-09,nhap,nguyen_lieu_chinh
PK-20261225,2026-04-09,xuat,hanh_chinh
PK-20261445,2026-04-09,nhap,son_dau_mau
PK-20261617,2026-04-09,nhap,nguyen_lieu_chinh
PK-20261914,2026-04-09,nhap,dong_goi
PK-20261926,2026-04-09,xuat,thanh_pham
PK-20262044,2026-04-09,nhap,nguyen_lieu_chinh
PK-20262560,2026-04-09,xuat,hang_hoa
PK-20262903,2026-04-09,xuat,hang_hoa
PK-20262995,2026-04-09,xuat,thanh_pham
PK-20263439,2026-04-09,nhap,hanh_chinh
PK-20263873,2026-04-09,xuat,vat_tu
PK-20264154,2026-04-09,xuat,hang_hoa
PK-20264512,2026-04-09,xuat,hang_hoa
PK-20264714,2026-04-09,xuat,dong_goi
PK-20264727,2026-04-09,xuat,son_dau_mau
PK-20264904,2026-04-09,nhap,dong_goi
PK-20265034,2026-04-09,xuat,son_dau_mau
PK-20265068,2026-04-09,nhap,vat_tu
PK-20265131,2026-04-09,xuat,thanh_pham
PK-20265294,2026-04-09,nhap,vat_tu
PK-20265599,2026-04-09,nhap,vat_tu
PK-20265749,2026-04-09,nhap,dong_goi
PK-20265802,2026-04-09,nhap,thanh_pham
PK-20265816,2026-04-09,xuat,hanh_chinh
PK-20266207,2026-04-09,nhap,thanh_pham
PK-20266214,2026-04-09,xuat,hanh_chinh
PK-20266226,2026-04-09,nhap,dong_goi
PK-20266246,2026-04-09,xuat,dong_goi
PK-20266287,2026-04-09,xuat,hanh_chinh
PK-20266290,2026-04-09,nhap,hanh_chinh
PK-20266329,2026-04-09,xuat,nguyen_lieu_chinh
PK-20266603,2026-04-09,xuat,son_dau_mau
PK-20266982,2026-04-09,xuat,thanh_pham
PK-20267164,2026-04-09,xuat,dong_goi
PK-20267183,2026-04-09,nhap,vat_tu
PK-20267330,2026-04-09,nhap,hanh_chinh
PK-20267431,2026-04-09,nhap,nguyen_lieu_chinh
PK-20267807,2026-04-09,xuat,hanh_chinh
PK-20267924,2026-04-09,xuat,vat_tu
PK-20268285,2026-04-09,xuat,thanh_pham
PK-20268389,2026-04-09,xuat,vat_tu
PK-20268442,2026-04-09,xuat,dong_goi
PK-20260029,2026-04-10,nhap,nguyen_lieu_chinh
PK-20260127,2026-04-10,xuat,nguyen_lieu_chinh
PK-20260390,2026-04-10,xuat,son_dau_mau
PK-20260623,2026-04-10,nhap,hanh_chinh
PK-20260758,2026-04-10,nhap,vat_tu
PK-20261333,2026-04-10,nhap,hanh_chinh
PK-20261336,2026-04-10,xuat,nguyen_lieu_chinh
PK-20261545,2026-04-10,nhap,dong_goi
PK-20261575,2026-04-10,xuat,dong_goi
PK-20261678,2026-04-10,nhap,hanh_chinh
PK-20261792,2026-04-10,nhap,hanh_chinh
PK-20261868,2026-04-10,xuat,vat_tu
PK-20262385,2026-04-10,xuat,hang_hoa
PK-20262703,2026-04-10,nhap,thanh_pham
PK-20262789,2026-04-10,nhap,thanh_pham
PK-20262989,2026-04-10,nhap,thanh_pham
PK-20263074,2026-04-10,xuat,nguyen_lieu_chinh
PK-20263226,2026-04-10,xuat,thanh_pham
PK-20263289,2026-04-10,xuat,vat_tu
PK-20263648,2026-04-10,xuat,vat_tu
PK-20263741,2026-04-10,nhap,thanh_pham
PK-20263896,2026-04-10,nhap,nguyen_lieu_chinh
PK-20263925,2026-04-10,xuat,thanh_pham
PK-20263984,2026-04-10,nhap,hang_hoa
PK-20264192,2026-04-10,nhap,hang_hoa
PK-20264554,2026-04-10,xuat,nguyen_lieu_chinh
PK-20264817,2026-04-10,nhap,thanh_pham
PK-20265042,2026-04-10,nhap,hanh_chinh
PK-20265072,2026-04-10,nhap,dong_goi
PK-20265077,2026-04-10,xuat,vat_tu
PK-20265525,2026-04-10,nhap,vat_tu
PK-20265560,2026-04-10,xuat,dong_goi
PK-20265660,2026-04-10,xuat,hanh_chinh
PK-20265686,2026-04-10,xuat,hang_hoa
PK-20265746,2026-04-10,xuat,hang_hoa
PK-20266117,2026-04-10,xuat,vat_tu
PK-20266137,2026-04-10,xuat,dong_goi
PK-20266277,2026-04-10,nhap,thanh_pham
PK-20266956,2026-04-10,nhap,hanh_chinh
PK-20267594,2026-04-10,nhap,dong_goi
PK-20267624,2026-04-10,xuat,son_dau_mau
PK-20267767,2026-04-10,xuat,hang_hoa
PK-20267792,2026-04-10,xuat,hang_hoa
PK-20267810,2026-04-10,xuat,thanh_pham
PK-20267947,2026-04-10,nhap,hang_hoa
PK-20268046,2026-04-10,nhap,vat_tu
PK-20268183,2026-04-10,xuat,nguyen_lieu_chinh
PK-20268253,2026-04-10,nhap,hanh_chinh
PK-20268266,2026-04-10,nhap,hanh_chinh
PK-20268419,2026-04-10,xuat,hang_hoa
PK-20260105,2026-04-11,nhap,dong_goi
PK-20260187,2026-04-11,nhap,vat_tu
PK-20260244,2026-04-11,nhap,dong_goi
PK-20260276,2026-04-11,nhap,vat_tu
PK-20260305,2026-04-11,nhap,hanh_chinh
PK-20260501,2026-04-11,xuat,son_dau_mau
PK-20260557,2026-04-11,xuat,hanh_chinh
PK-20261197,2026-04-11,nhap,hang_hoa
PK-20261606,2026-04-11,nhap,dong_goi
PK-20261639,2026-04-11,xuat,son_dau_mau
PK-20261684,2026-04-11,xuat,dong_goi
PK-20261811,2026-04-11,nhap,hanh_chinh
PK-20261863,2026-04-11,nhap,thanh_pham
PK-20261973,2026-04-11,xuat,vat_tu
PK-20262019,2026-04-11,nhap,thanh_pham
PK-20262028,2026-04-11,xuat,dong_goi
PK-20262193,2026-04-11,xuat,vat_tu
PK-20262648,2026-04-11,xuat,vat_tu
PK-20262810,2026-04-11,xuat,vat_tu
PK-20263305,2026-04-11,nhap,dong_goi
PK-20263320,2026-04-11,nhap,dong_goi
PK-20263388,2026-04-11,xuat,hanh_chinh
PK-20263705,2026-04-11,nhap,vat_tu
PK-20263868,2026-04-11,xuat,thanh_pham
PK-20264448,2026-04-11,xuat,hang_hoa
PK-20264680,2026-04-11,xuat,dong_goi
PK-20264838,2026-04-11,xuat,hang_hoa
PK-20264841,2026-04-11,xuat,hang_hoa
PK-20264872,2026-04-11,xuat,vat_tu
PK-20264893,2026-04-11,nhap,son_dau_mau
PK-20265103,2026-04-11,nhap,dong_goi
PK-20265212,2026-04-11,xuat,nguyen_lieu_chinh
PK-20265813,2026-04-11,nhap,nguyen_lieu_chinh
PK-20266992,2026-04-11,nhap,son_dau_mau
PK-20266997,2026-04-11,xuat,hanh_chinh
PK-20267036,2026-04-11,xuat,vat_tu
PK-20267100,2026-04-11,nhap,hang_hoa
PK-20267236,2026-04-11,nhap,son_dau_mau
PK-20267625,2026-04-11,nhap,son_dau_mau
PK-20267715,2026-04-11,nhap,son_dau_mau
PK-20267821,2026-04-11,xuat,thanh_pham
PK-20268313,2026-04-11,xuat,nguyen_lieu_chinh
PK-20268496,2026-04-11,xuat,thanh_pham
PK-20260003,2026-04-12,nhap,dong_goi
PK-20260069,2026-04-12,nhap,son_dau_mau
PK-20260092,2026-04-12,xuat,thanh_pham
PK-20260371,2026-04-12,nhap,hang_hoa
PK-20260419,2026-04-12,xuat,nguyen_lieu_chinh
PK-20260698,2026-04-12,xuat,vat_tu
PK-20260876,2026-04-12,nhap,nguyen_lieu_chinh
PK-20260929,2026-04-12,nhap,thanh_pham
PK-20261156,2026-04-12,xuat,thanh_pham
PK-20261198,2026-04-12,xuat,thanh_pham
PK-20261542,2026-04-12,xuat,vat_tu
PK-20261612,2026-04-12,nhap,vat_tu
PK-20261618,2026-04-12,xuat,dong_goi
PK-20261649,2026-04-12,nhap,thanh_pham
PK-20261960,2026-04-12,xuat,hang_hoa
PK-20261965,2026-04-12,xuat,son_dau_mau
PK-20262742,2026-04-12,xuat,vat_tu
PK-20262841,2026-04-12,nhap,son_dau_mau
PK-20262896,2026-04-12,nhap,thanh_pham
PK-20263085,2026-04-12,xuat,nguyen_lieu_chinh
PK-20263394,2026-04-12,nhap,hanh_chinh
PK-20263988,2026-04-12,nhap,hang_hoa
PK-20264171,2026-04-12,xuat,hang_hoa
PK-20264599,2026-04-12,xuat,hang_hoa
PK-20264828,2026-04-12,xuat,dong_goi
PK-20264829,2026-04-12,xuat,son_dau_mau
PK-20264967,2026-04-12,nhap,vat_tu
PK-20265005,2026-04-12,nhap,thanh_pham
PK-20265069,2026-04-12,nhap,son_dau_mau
PK-20265078,2026-04-12,nhap,dong_goi
PK-20265223,2026-04-12,nhap,thanh_pham
PK-20265400,2026-04-12,xuat,nguyen_lieu_chinh
PK-20265428,2026-04-12,xuat,thanh_pham
PK-20265444,2026-04-12,nhap,hang_hoa
PK-20265501,2026-04-12,nhap,hanh_chinh
PK-20265571,2026-04-12,xuat,vat_tu
PK-20265628,2026-04-12,xuat,thanh_pham
PK-20265818,2026-04-12,xuat,hang_hoa
PK-20265922,2026-04-12,nhap,hang_hoa
PK-20266086,2026-04-12,xuat,thanh_pham
PK-20266588,2026-04-12,xuat,nguyen_lieu_chinh
PK-20266862,2026-04-12,nhap,hang_hoa
PK-20266994,2026-04-12,xuat,son_dau_mau
PK-20267086,2026-04-12,nhap,thanh_pham
PK-20267116,2026-04-12,xuat,vat_tu
PK-20267221,2026-04-12,xuat,nguyen_lieu_chinh
PK-20267279,2026-04-12,nhap,dong_goi
PK-20267323,2026-04-12,nhap,nguyen_lieu_chinh
PK-20267516,2026-04-12,xuat,dong_goi
PK-20267619,2026-04-12,xuat,vat_tu
PK-20267633,2026-04-12,nhap,nguyen_lieu_chinh
PK-20267866,2026-04-12,nhap,vat_tu
PK-20268473,2026-04-12,xuat,son_dau_mau
PK-20260081,2026-04-13,nhap,hanh_chinh
PK-20260086,2026-04-13,xuat,son_dau_mau
PK-20260142,2026-04-13,xuat,dong_goi
PK-20260408,2026-04-13,xuat,nguyen_lieu_chinh
PK-20260544,2026-04-13,nhap,vat_tu
PK-20260561,2026-04-13,xuat,son_dau_mau
PK-20260565,2026-04-13,nhap,hanh_chinh
PK-20260575,2026-04-13,nhap,hanh_chinh
PK-20260744,2026-04-13,xuat,dong_goi
PK-20260908,2026-04-13,xuat,vat_tu
PK-20261521,2026-04-13,nhap,son_dau_mau
PK-20261672,2026-04-13,xuat,son_dau_mau
PK-20262012,2026-04-13,nhap,thanh_pham
PK-20262079,2026-04-13,nhap,nguyen_lieu_chinh
PK-20262172,2026-04-13,xuat,vat_tu
PK-20262192,2026-04-13,nhap,hanh_chinh
PK-20262369,2026-04-13,xuat,dong_goi
PK-20262743,2026-04-13,xuat,nguyen_lieu_chinh
PK-20263015,2026-04-13,nhap,dong_goi
PK-20263418,2026-04-13,xuat,son_dau_mau
PK-20263554,2026-04-13,xuat,nguyen_lieu_chinh
PK-20263696,2026-04-13,nhap,dong_goi
PK-20263754,2026-04-13,xuat,hanh_chinh
PK-20263935,2026-04-13,nhap,dong_goi
PK-20264011,2026-04-13,xuat,hanh_chinh
PK-20264023,2026-04-13,nhap,dong_goi
PK-20264056,2026-04-13,nhap,son_dau_mau
PK-20264300,2026-04-13,xuat,nguyen_lieu_chinh
PK-20264410,2026-04-13,nhap,dong_goi
PK-20264616,2026-04-13,nhap,nguyen_lieu_chinh
PK-20264617,2026-04-13,xuat,son_dau_mau
PK-20264701,2026-04-13,xuat,vat_tu
PK-20264712,2026-04-13,nhap,dong_goi
PK-20264873,2026-04-13,xuat,dong_goi
PK-20264899,2026-04-13,nhap,son_dau_mau
PK-20265150,2026-04-13,nhap,son_dau_mau
PK-20265774,2026-04-13,xuat,nguyen_lieu_chinh
PK-20265839,2026-04-13,nhap,nguyen_lieu_chinh
PK-20265876,2026-04-13,nhap,son_dau_mau
PK-20265943,2026-04-13,nhap,thanh_pham
PK-20266256,2026-04-13,nhap,son_dau_mau
PK-20266343,2026-04-13,xuat,dong_goi
PK-20266522,2026-04-13,nhap,hanh_chinh
PK-20266550,2026-04-13,xuat,hang_hoa
PK-20266605,2026-04-13,nhap,dong_goi
PK-20266701,2026-04-13,xuat,hang_hoa
PK-20266821,2026-04-13,xuat,hanh_chinh
PK-20266834,2026-04-13,nhap,nguyen_lieu_chinh
PK-20266966,2026-04-13,xuat,thanh_pham
PK-20266990,2026-04-13,xuat,thanh_pham
PK-20267130,2026-04-13,xuat,nguyen_lieu_chinh
PK-20267220,2026-04-13,xuat,hanh_chinh
PK-20267505,2026-04-13,xuat,vat_tu
PK-20267641,2026-04-13,xuat,vat_tu
PK-20267806,2026-04-13,nhap,vat_tu
PK-20267992,2026-04-13,xuat,hanh_chinh
PK-20268003,2026-04-13,xuat,dong_goi
PK-20268298,2026-04-13,xuat,thanh_pham
PK-20268354,2026-04-13,xuat,nguyen_lieu_chinh
PK-20268466,2026-04-13,nhap,son_dau_mau
PK-20260062,2026-04-14,xuat,dong_goi
PK-20260068,2026-04-14,nhap,hanh_chinh
PK-20260291,2026-04-14,nhap,vat_tu
PK-20260563,2026-04-14,xuat,son_dau_mau
PK-20260568,2026-04-14,nhap,nguyen_lieu_chinh
PK-20260755,2026-04-14,xuat,thanh_pham
PK-20260768,2026-04-14,nhap,thanh_pham
PK-20260888,2026-04-14,xuat,hanh_chinh
PK-20261066,2026-04-14,xuat,hanh_chinh
PK-20261157,2026-04-14,xuat,thanh_pham
PK-20261251,2026-04-14,xuat,hang_hoa
PK-20261586,2026-04-14,nhap,son_dau_mau
PK-20261665,2026-04-14,nhap,hanh_chinh
PK-20261677,2026-04-14,xuat,thanh_pham
PK-20261818,2026-04-14,nhap,nguyen_lieu_chinh
PK-20261979,2026-04-14,nhap,dong_goi
PK-20262160,2026-04-14,nhap,thanh_pham
PK-20262183,2026-04-14,nhap,hanh_chinh
PK-20262465,2026-04-14,xuat,vat_tu
PK-20262522,2026-04-14,xuat,hanh_chinh
PK-20262537,2026-04-14,nhap,nguyen_lieu_chinh
PK-20262602,2026-04-14,xuat,thanh_pham
PK-20262727,2026-04-14,xuat,dong_goi
PK-20262913,2026-04-14,xuat,son_dau_mau
PK-20262916,2026-04-14,nhap,vat_tu
PK-20263003,2026-04-14,xuat,hanh_chinh
PK-20263044,2026-04-14,xuat,son_dau_mau
PK-20263199,2026-04-14,xuat,vat_tu
PK-20263353,2026-04-14,nhap,vat_tu
PK-20263542,2026-04-14,xuat,dong_goi
PK-20263799,2026-04-14,nhap,vat_tu
PK-20263908,2026-04-14,xuat,vat_tu
PK-20263936,2026-04-14,nhap,hang_hoa
PK-20264227,2026-04-14,nhap,thanh_pham
PK-20264626,2026-04-14,xuat,nguyen_lieu_chinh
PK-20264865,2026-04-14,nhap,hanh_chinh
PK-20264907,2026-04-14,nhap,hanh_chinh
PK-20264944,2026-04-14,nhap,hanh_chinh
PK-20265061,2026-04-14,xuat,thanh_pham
PK-20265251,2026-04-14,nhap,hang_hoa
PK-20265301,2026-04-14,nhap,dong_goi
PK-20265360,2026-04-14,nhap,thanh_pham
PK-20265543,2026-04-14,xuat,thanh_pham
PK-20265750,2026-04-14,xuat,nguyen_lieu_chinh
PK-20266010,2026-04-14,nhap,nguyen_lieu_chinh
PK-20266087,2026-04-14,xuat,hanh_chinh
PK-20266199,2026-04-14,nhap,thanh_pham
PK-20266447,2026-04-14,nhap,thanh_pham
PK-20266507,2026-04-14,xuat,son_dau_mau
PK-20266511,2026-04-14,nhap,son_dau_mau
PK-20266980,2026-04-14,nhap,vat_tu
PK-20267053,2026-04-14,nhap,son_dau_mau
PK-20267251,2026-04-14,xuat,nguyen_lieu_chinh
PK-20267261,2026-04-14,xuat,thanh_pham
PK-20267286,2026-04-14,nhap,nguyen_lieu_chinh
