order_code,factory_name,workshop_name,product_name,qty_target
LSX-TPC-2275,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế bar chân sắt đệm gỗ GBR,200
LSX-TPA-2276,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Bàn trà sồi chân sắt FOLD,300
LSX-TPA-2277,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế xếp gọn dã ngoại GXP,500
LSX-TPA-2278,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Ghế ăn Windsor cổ điển GWD,300
LSX-TPC-2279,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn họp lớn văn phòng BHP,300
LSX-TPA-2280,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế bập bênh thư giãn GBB,300
LSX-TPA-2281,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Ghế lười hạt xốp cao cấp GLH,500
LSX-TPA-2282,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa băng da bò thật Luxury SFB,100
LSX-TPC-2283,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Tủ giày thông minh 3 tầng TG,100
LSX-TPA-2284,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Tủ đầu giường 2 ngăn kéo TDG,500
LSX-TPC-2285,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Hộp đựng khăn giấy gỗ óc chó HAK,100
LSX-TPB-2286,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Bàn học sinh chống gù BHS,200
LSX-TPA-2287,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Hộp đựng khăn giấy gỗ óc chó HAK,500
LSX-TPA-2288,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế xếp gọn dã ngoại GXP,100
LSX-TPA-2289,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Kệ sách đứng gỗ cao su KSD,300
LSX-TPC-2290,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Kệ treo tường lục giác gỗ KTG,300
LSX-TPC-2291,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Ghế làm việc công thái học GLV,100
LSX-TPA-2292,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Khay gỗ đựng trà bánh đa năng KHG,100
LSX-TPC-2293,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Tủ tài liệu văn phòng nhiều ngăn TTL,300
LSX-TPA-2294,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Sofa giường thông minh gấp gọn SFG,100
LSX-TPB-2295,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Ghế làm việc công thái học GLV,200
LSX-TPA-2296,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Gương soi toàn thân viền gỗ GST,500
LSX-TPB-2297,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế xoay văn phòng có tựa GXV,300
LSX-TPB-2298,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Sofa đơn bọc vải nhung SFD,100
LSX-TPB-2299,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Tủ đầu giường 2 ngăn kéo TDG,500
LSX-TPC-2300,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Tủ rượu âm tường gỗ mun TRA,100
LSX-TPA-2301,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Thảm lót sàn dệt tay họa tiết TLS,300
LSX-TPB-2302,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Tủ quần áo 4 cánh gỗ thông TQA,300
LSX-TPB-2303,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa băng da bò thật Luxury SFB,200
LSX-TPB-2304,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế bập bênh thư giãn GBB,300
LSX-TPA-2305,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn trà sồi chân sắt FOLD,300
LSX-TPB-2306,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Tủ giày thông minh 3 tầng TG,200
LSX-TPB-2307,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa bench đệm giả da SFB,100
LSX-TPA-2308,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Ghế bập bênh thư giãn GBB,500
LSX-TPC-2309,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Sofa phòng khách gỗ sồi SFK,200
LSX-TPB-2310,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế ăn mộc gỗ cao su GAC,300
LSX-TPA-2311,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Đèn đứng đọc sách vintage DDS,100
LSX-TPC-2312,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Tủ rượu âm tường gỗ mun TRA,200
LSX-TPC-2313,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn trà Nhật bệt gỗ xoan BTN,500
LSX-TPB-2314,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn trà sồi chân sắt FOLD,100
LSX-TPB-2315,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa phòng khách gỗ sồi SFK,300
LSX-TPC-2316,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Bàn họp lớn văn phòng BHP,300
LSX-TPC-2317,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế xếp gọn dã ngoại GXP,500
LSX-TPB-2318,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Đôn sofa bọc vải tròn DSF,100
LSX-TPA-2319,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Bàn ăn gỗ sồi Mỹ ACVD,100
LSX-TPB-2320,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Ghế lười hạt xốp cao cấp GLH,300
LSX-TPB-2321,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Khay gỗ đựng trà bánh đa năng KHG,300
LSX-TPA-2322,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Ghế đôn tròn gỗ tự nhiên GDO,100
LSX-TPB-2323,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Kệ cắm hoa decor phòng khách KCH,500
LSX-TPA-2324,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Ghế đôn tròn gỗ tự nhiên GDO,300
LSX-TPC-2325,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Thảm lót sàn dệt tay họa tiết TLS,500
LSX-TPB-2326,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Ghế băng dài phòng chờ GBD,300
LSX-TPA-2327,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn cafe gỗ thông pallet BCF,200
LSX-TPC-2328,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn trà Nhật bệt gỗ xoan BTN,200
LSX-TPA-2329,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Sofa nỉ văng tân cổ điển SFN,500
LSX-TPB-2330,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Tủ giày thông minh 3 tầng TG,500
LSX-TPC-2331,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Tủ đầu giường 2 ngăn kéo TDG,500
LSX-TPA-2332,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Kệ treo tường lục giác gỗ KTG,200
LSX-TPA-2333,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Sofa phòng khách gỗ sồi SFK,200
LSX-TPC-2334,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế ăn Windsor cổ điển GWD,100
LSX-TPC-2335,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Đôn sofa bọc vải tròn DSF,500
LSX-TPC-2336,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Tủ đầu giường 2 ngăn kéo TDG,200
LSX-TPA-2337,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Tủ đầu giường 2 ngăn kéo TDG,200
LSX-TPC-2338,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Bàn học sinh chống gù BHS,500
LSX-TPB-2339,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Giá treo quần áo chữ A GTR,100
LSX-TPB-2340,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Bàn trà Nhật bệt gỗ xoan BTN,100
LSX-TPC-2341,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Kệ cắm hoa decor phòng khách KCH,100
LSX-TPA-2342,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Ghế bập bênh thư giãn GBB,500
LSX-TPC-2343,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Đồng hồ gỗ treo tường nghệ thuật DHG,500
LSX-TPA-2344,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Bàn họp lớn văn phòng BHP,200
LSX-TPB-2345,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Bàn ăn tròn xoay Mộc Gia,300
LSX-TPB-2346,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Sofa phòng khách gỗ sồi SFK,500
LSX-TPB-2347,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Bàn học sinh chống gù BHS,200
LSX-TPC-2348,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Kệ cắm hoa decor phòng khách KCH,100
LSX-TPA-2349,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế làm việc công thái học GLV,300
LSX-TPC-2350,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Bàn cafe gỗ thông pallet BCF,500
LSX-TPB-2351,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn họp lớn văn phòng BHP,100
LSX-TPA-2352,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Tủ giày thông minh 3 tầng TG,100
LSX-TPC-2353,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế làm việc công thái học GLV,500
LSX-TPB-2354,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa bench đệm giả da SFB,300
LSX-TPC-2355,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Sofa phòng khách gỗ sồi SFK,500
LSX-TPC-2356,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Tủ rượu âm tường gỗ mun TRA,100
LSX-TPC-2357,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Gương soi toàn thân viền gỗ GST,200
LSX-TPB-2358,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Khay gỗ đựng trà bánh đa năng KHG,500
LSX-TPC-2359,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế bập bênh thư giãn GBB,500
LSX-TPC-2360,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Tranh canvas treo phòng khách TCV,500
LSX-TPB-2361,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Ghế ăn mộc gỗ cao su GAC,100
LSX-TPB-2362,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Đôn sofa bọc vải tròn DSF,100
LSX-TPA-2363,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Sofa bench đệm giả da SFB,100
LSX-TPC-2364,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Tủ tài liệu văn phòng nhiều ngăn TTL,200
LSX-TPB-2365,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Bàn trà Nhật bệt gỗ xoan BTN,300
LSX-TPC-2366,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa bench đệm giả da SFB,300
LSX-TPA-2367,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Ghế ăn mộc gỗ cao su GAC,200
LSX-TPB-2368,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Ghế làm việc công thái học GLV,200
LSX-TPA-2369,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Tủ quần áo 4 cánh gỗ thông TQA,100
LSX-TPA-2370,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Kệ cắm hoa decor phòng khách KCH,300
LSX-TPC-2371,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Ghế bar chân sắt đệm gỗ GBR,500
LSX-TPA-2372,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế ăn Windsor cổ điển GWD,300
LSX-TPA-2373,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Tủ giày thông minh 3 tầng TG,500
LSX-TPB-2374,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Tủ rượu âm tường gỗ mun TRA,200
LSX-TPA-2375,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Đồng hồ gỗ treo tường nghệ thuật DHG,100
LSX-TPA-2376,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Tủ giày thông minh 3 tầng TG,100
LSX-TPC-2377,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn họp lớn văn phòng BHP,100
LSX-TPC-2378,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Kệ treo tường lục giác gỗ KTG,200
LSX-TPC-2379,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế ăn mộc gỗ cao su GAC,300
LSX-TPB-2380,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Tủ bếp gỗ công nghiệp cao cấp TBP,200
LSX-TPA-2381,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế băng dài phòng chờ GBD,500
LSX-TPB-2382,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Tủ bếp gỗ công nghiệp cao cấp TBP,100
LSX-TPB-2383,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Đèn ngủ thân gỗ đế tròn DNG,500
LSX-TPB-2384,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Đồng hồ gỗ treo tường nghệ thuật DHG,200
LSX-TPC-2385,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế đôn tròn gỗ tự nhiên GDO,300
LSX-TPC-2386,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Thảm lót sàn dệt tay họa tiết TLS,500
LSX-TPB-2387,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Đồng hồ gỗ treo tường nghệ thuật DHG,300
LSX-TPC-2388,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Kệ treo tường lục giác gỗ KTG,200
LSX-TPB-2389,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Bàn cafe gỗ thông pallet BCF,200
LSX-TPA-2390,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Tủ quần áo 4 cánh gỗ thông TQA,100
LSX-TPC-2391,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Bàn ăn tròn xoay Mộc Gia,200
LSX-TPC-2392,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Kệ trang trí khung sắt đợt gỗ KTT,100
LSX-TPC-2393,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Tủ quần áo 4 cánh gỗ thông TQA,200
LSX-TPB-2394,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Tranh canvas treo phòng khách TCV,100
LSX-TPB-2395,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn console trang trí BCN,200
LSX-TPB-2396,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Bàn học sinh chống gù BHS,200
LSX-TPC-2397,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Bàn ăn gỗ sồi Mỹ ACVD,200
LSX-TPA-2398,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Khay gỗ đựng trà bánh đa năng KHG,100
LSX-TPC-2399,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Giá treo quần áo chữ A GTR,300
LSX-TPB-2400,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Hộp đựng khăn giấy gỗ óc chó HAK,200
LSX-TPB-2401,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Bàn trà sồi chân sắt FOLD,500
LSX-TPB-2402,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Tủ tài liệu văn phòng nhiều ngăn TTL,200
LSX-TPB-2403,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Bàn họp lớn văn phòng BHP,500
LSX-TPC-2404,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Tủ bếp gỗ công nghiệp cao cấp TBP,200
LSX-TPB-2405,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Tủ quần áo 4 cánh gỗ thông TQA,300
LSX-TPC-2406,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Đồng hồ gỗ treo tường nghệ thuật DHG,300
LSX-TPB-2407,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa bench đệm giả da SFB,500
LSX-TPB-2408,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa tình yêu da bóng SFY,100
LSX-TPA-2409,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Sofa góc nỉ Cozy L-Shape SFG,500
LSX-TPC-2410,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Tủ giày thông minh 3 tầng TG,100
LSX-TPB-2411,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Giá treo quần áo chữ A GTR,500
LSX-TPC-2412,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Bàn cafe gỗ thông pallet BCF,300
LSX-TPC-2413,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Ghế xếp gọn dã ngoại GXP,200
LSX-TPC-2414,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Sofa đơn bọc vải nhung SFD,100
LSX-TPB-2415,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Sofa nỉ văng tân cổ điển SFN,300
LSX-TPB-2416,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Sofa giường thông minh gấp gọn SFG,300
LSX-TPA-2417,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Hộp đựng khăn giấy gỗ óc chó HAK,500
LSX-TPA-2418,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế băng dài phòng chờ GBD,100
LSX-TPC-2419,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Sofa phòng khách gỗ sồi SFK,100
LSX-TPC-2420,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa tình yêu da bóng SFY,100
LSX-TPB-2421,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Tủ tài liệu văn phòng nhiều ngăn TTL,300
LSX-TPB-2422,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Sofa nỉ văng tân cổ điển SFN,500
LSX-TPC-2423,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Hộp đựng khăn giấy gỗ óc chó HAK,200
LSX-TPC-2424,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Tủ tài liệu văn phòng nhiều ngăn TTL,100
LSX-TPB-2425,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa phòng khách gỗ sồi SFK,300
LSX-TPC-2426,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Tủ tài liệu văn phòng nhiều ngăn TTL,200
LSX-TPC-2427,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Ghế ăn Windsor cổ điển GWD,100
LSX-TPC-2428,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Bàn ăn gỗ sồi Mỹ ACVD,500
LSX-TPB-2429,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế bập bênh thư giãn GBB,300
LSX-TPC-2430,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Bàn ăn tròn xoay Mộc Gia,200
LSX-TPA-2431,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Kệ treo tường lục giác gỗ KTG,500
LSX-TPC-2432,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế lười hạt xốp cao cấp GLH,100
LSX-TPA-2433,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Kệ trang trí khung sắt đợt gỗ KTT,500
LSX-TPC-2434,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Kệ treo tường lục giác gỗ KTG,300
LSX-TPB-2435,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Đèn đứng đọc sách vintage DDS,200
LSX-TPA-2436,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Ghế bập bênh thư giãn GBB,500
LSX-TPC-2437,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Kệ cắm hoa decor phòng khách KCH,300
LSX-TPC-2438,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế làm việc công thái học GLV,200
LSX-TPB-2439,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn console trang trí BCN,200
LSX-TPC-2440,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Kệ trang trí khung sắt đợt gỗ KTT,200
LSX-TPB-2441,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Kệ tivi phòng khách sồi KTV,500
LSX-TPB-2442,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Tủ tài liệu văn phòng nhiều ngăn TTL,200
LSX-TPA-2443,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Đèn đứng đọc sách vintage DDS,300
LSX-TPA-2444,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Bàn console trang trí BCN,500
LSX-TPC-2445,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Đôn sofa bọc vải tròn DSF,500
LSX-TPB-2446,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Bàn cafe gỗ thông pallet BCF,200
LSX-TPA-2447,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Tranh canvas treo phòng khách TCV,500
LSX-TPB-2448,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế đôn tròn gỗ tự nhiên GDO,500
LSX-TPB-2449,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Sofa góc nỉ Cozy L-Shape SFG,200
LSX-TPA-2450,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Kệ cắm hoa decor phòng khách KCH,300
LSX-TPC-2451,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Ghế làm việc công thái học GLV,100
LSX-TPB-2452,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Kệ cắm hoa decor phòng khách KCH,500
LSX-TPB-2453,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Sofa nỉ văng tân cổ điển SFN,500
LSX-TPA-2454,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Sofa bench đệm giả da SFB,100
LSX-TPC-2455,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Đôn sofa bọc vải tròn DSF,500
LSX-TPB-2456,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa góc nỉ Cozy L-Shape SFG,100
LSX-TPA-2457,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Bàn trà sồi chân sắt FOLD,200
LSX-TPA-2458,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Tủ đầu giường 2 ngăn kéo TDG,500
LSX-TPA-2459,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế bar chân sắt đệm gỗ GBR,100
LSX-TPC-2460,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Ghế xoay văn phòng có tựa GXV,300
LSX-TPC-2461,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Ghế xếp gọn dã ngoại GXP,200
LSX-TPB-2462,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Hộp đựng khăn giấy gỗ óc chó HAK,300
LSX-TPA-2463,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế bar chân sắt đệm gỗ GBR,200
LSX-TPB-2464,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Kệ trang trí khung sắt đợt gỗ KTT,100
LSX-TPC-2465,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Sofa bench đệm giả da SFB,200
LSX-TPA-2466,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Ghế xếp gọn dã ngoại GXP,300
LSX-TPC-2467,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Bàn ăn tròn xoay Mộc Gia,200
LSX-TPC-2468,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Ghế tựa lưng cong Luxury GLC,500
LSX-TPB-2469,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Ghế xếp gọn dã ngoại GXP,300
LSX-TPB-2470,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn trà Nhật bệt gỗ xoan BTN,500
LSX-TPB-2471,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Bàn trà Nhật bệt gỗ xoan BTN,300
LSX-TPA-2472,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa nỉ văng tân cổ điển SFN,200
LSX-TPA-2473,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Kệ sách đứng gỗ cao su KSD,500
LSX-TPC-2474,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Bàn trang điểm gương led BTD,200
