log_id,order_code,date,stage_name,qty_actual,defect_qty,hours_run
LOG-006210,LSX-TPB-2093,2026-04-07,Lắp phụ kiện B,206,1,7.8
LOG-006250,LSX-TPA-2100,2026-04-07,Đóng gói C,199,3,8.7
LOG-006359,LSX-TPB-2119,2026-04-07,Đóng gói C,96,1,7.8
LOG-006540,LSX-TPB-2150,2026-04-07,Đóng gói B,202,5,7.3
LOG-006595,LSX-TPA-2160,2026-04-07,Sơn phủ A,202,1,7.0
LOG-006714,LSX-TPA-2181,2026-04-07,Lắp phụ kiện B,203,5,7.5
LOG-006941,LSX-TPA-2221,2026-04-07,Lắp phụ kiện B,100,1,8.1
LOG-007145,LSX-TPB-2257,2026-04-07,Đóng gói A,482,13,8.8
LOG-007283,LSX-TPA-2282,2026-04-07,Chà nhám B,96,2,7.6
LOG-007342,LSX-TPA-2292,2026-04-07,Sơn phủ C,104,2,6.3
LOG-007358,LSX-TPB-2295,2026-04-07,Sơn phủ C,201,5,9.9
LOG-007385,LSX-TPC-2300,2026-04-07,Sơn B,97,1,8.1
LOG-007418,LSX-TPB-2306,2026-04-07,Chà nhám A,204,5,8.0
LOG-007571,LSX-TPA-2333,2026-04-07,Sơn B,201,1,6.6
LOG-007663,LSX-TPA-2349,2026-04-07,Sơn lót A,299,6,6.6
LOG-007759,LSX-TPC-2366,2026-04-07,Sơn lót C,295,8,6.8
LOG-007775,LSX-TPA-2369,2026-04-07,Sơn phủ C,104,1,8.6
LOG-007786,LSX-TPC-2371,2026-04-07,Sơn phủ C,480,9,8.7
LOG-007817,LSX-TPC-2377,2026-04-07,Lắp ráp B,104,0,9.8
LOG-007822,LSX-TPC-2378,2026-04-07,Chà nhám A,198,5,7.5
LOG-007908,LSX-TPC-2393,2026-04-07,Chà nhám B,207,3,9.3
LOG-007973,LSX-TPC-2404,2026-04-07,Lắp ráp A,190,1,6.3
LOG-008017,LSX-TPC-2412,2026-04-07,Sơn lót C,303,6,8.9
LOG-008054,LSX-TPC-2419,2026-04-07,Chà nhám A,98,0,6.5
LOG-008104,LSX-TPC-2428,2026-04-07,Lắp ráp A,480,3,6.7
LOG-008126,LSX-TPC-2432,2026-04-07,Cắt phôi B,103,2,9.4
LOG-008159,LSX-TPC-2438,2026-04-07,Cắt phôi A,200,0,8.6
LOG-008168,LSX-TPB-2439,2026-04-07,Sơn B,207,5,6.4
LOG-008257,LSX-TPC-2455,2026-04-07,Sơn B,513,0,6.1
LOG-008283,LSX-TPC-2460,2026-04-07,Cắt phôi B,310,4,8.9
LOG-008289,LSX-TPC-2461,2026-04-07,Cắt phôi B,198,2,7.9
LOG-008414,LSX-TPB-2483,2026-04-07,Lắp ráp A,192,2,6.8
LOG-008426,LSX-TPB-2485,2026-04-07,Lắp ráp A,490,2,8.3
LOG-008448,LSX-TPC-2489,2026-04-07,Cắt phôi C,100,2,9.7
LOG-008477,LSX-TPB-2494,2026-04-07,Lắp ráp B,286,4,8.2
LOG-008488,LSX-TPB-2496,2026-04-07,Lắp ráp B,203,5,8.0
LOG-008521,LSX-TPA-2502,2026-04-07,Cắt phôi C,478,11,8.0
LOG-008557,LSX-TPB-2508,2026-04-07,Lắp ráp A,206,5,6.9
LOG-008638,LSX-TPA-2522,2026-04-07,Lắp ráp A,306,0,6.7
LOG-008681,LSX-TPB-2530,2026-04-07,Cắt phôi B,195,3,9.6
LOG-008724,LSX-TPA-2537,2026-04-07,Sơn B,310,5,9.6
LOG-008762,LSX-TPB-2544,2026-04-07,Lắp ráp B,103,1,6.8
LOG-008791,LSX-TPA-2549,2026-04-07,Sơn lót C,304,2,7.5
LOG-008802,LSX-TPB-2551,2026-04-07,Sơn lót C,295,4,8.2
LOG-008914,LSX-TPB-2571,2026-04-07,Cắt phôi B,520,9,8.5
LOG-008934,LSX-TPC-2574,2026-04-07,Sơn lót A,309,8,9.3
LOG-008943,LSX-TPA-2576,2026-04-07,Cắt phôi B,477,14,10.0
LOG-008990,LSX-TPB-2584,2026-04-07,Cắt phôi B,506,5,8.7
LOG-008998,LSX-TPC-2585,2026-04-07,Lắp ráp B,99,0,6.6
LOG-009016,LSX-TPA-2588,2026-04-07,Lắp ráp A,101,2,9.8
LOG-009057,LSX-TPC-2595,2026-04-07,Sơn lót C,200,2,8.9
LOG-009075,LSX-TPB-2598,2026-04-07,Sơn lót A,500,2,8.4
LOG-009096,LSX-TPC-2602,2026-04-07,Lắp ráp C,285,0,8.5
LOG-009124,LSX-TPA-2607,2026-04-07,Chà nhám A,298,5,6.9
LOG-009131,LSX-TPB-2608,2026-04-07,Lắp ráp A,486,0,8.4
LOG-009143,LSX-TPC-2610,2026-04-07,Lắp ráp B,206,4,10.0
LOG-009150,LSX-TPB-2611,2026-04-07,Sơn lót A,205,1,9.6
LOG-009168,LSX-TPA-2614,2026-04-07,Sơn lót A,98,0,6.2
LOG-009208,LSX-TPA-2621,2026-04-07,Sơn phủ C,203,5,6.4
LOG-009251,LSX-TPA-2629,2026-04-07,Sơn phủ C,208,6,9.0
LOG-009262,LSX-TPC-2631,2026-04-07,Sơn B,101,0,6.9
LOG-009285,LSX-TPA-2635,2026-04-07,Lắp ráp B,195,4,6.8
LOG-009303,LSX-TPB-2638,2026-04-07,Sơn lót A,299,4,6.5
LOG-009307,LSX-TPC-2639,2026-04-07,Chà nhám B,480,9,7.3
LOG-009354,LSX-TPB-2647,2026-04-07,Sơn lót C,306,1,6.9
LOG-009401,LSX-TPA-2655,2026-04-07,Sơn B,100,1,6.8
LOG-009474,LSX-TPB-2668,2026-04-07,Sơn lót C,101,1,8.7
LOG-009541,LSX-TPB-2680,2026-04-07,Sơn phủ C,192,2,7.7
LOG-009555,LSX-TPB-2683,2026-04-07,Lắp ráp C,292,5,6.7
LOG-009612,LSX-TPA-2693,2026-04-07,Sơn lót C,515,2,6.7
LOG-009631,LSX-TPA-2697,2026-04-07,Cắt phôi C,516,2,9.9
LOG-009683,LSX-TPB-2706,2026-04-07,Lắp ráp C,312,8,8.8
LOG-009694,LSX-TPA-2708,2026-04-07,Sơn lót C,200,4,9.9
LOG-009705,LSX-TPC-2710,2026-04-07,Sơn lót C,191,1,6.8
LOG-009715,LSX-TPB-2712,2026-04-07,Lắp ráp C,200,3,6.7
LOG-009726,LSX-TPB-2714,2026-04-07,Chà nhám A,297,1,6.1
LOG-009745,LSX-TPA-2717,2026-04-07,Sơn lót A,522,15,8.0
LOG-009762,LSX-TPB-2720,2026-04-07,Sơn lót A,102,1,6.0
LOG-009825,LSX-TPC-2731,2026-04-07,Sơn lót A,104,2,8.6
LOG-009834,LSX-TPB-2733,2026-04-07,Cắt phôi A,207,3,9.2
LOG-009908,LSX-TPA-2746,2026-04-07,Cắt phôi B,99,0,9.3
LOG-004970,LSX-TPC-1876,2026-04-08,Đóng gói A,512,3,9.1
LOG-005382,LSX-TPA-1949,2026-04-08,Đóng gói B,191,2,7.6
LOG-005890,LSX-TPA-2037,2026-04-08,Đóng gói B,207,6,8.7
LOG-006439,LSX-TPA-2133,2026-04-08,Đóng gói A,490,9,7.0
LOG-006878,LSX-TPA-2210,2026-04-08,Đóng gói A,101,0,6.5
LOG-007196,LSX-TPC-2266,2026-04-08,Đóng gói A,297,2,7.0
LOG-007447,LSX-TPA-2311,2026-04-08,Cắt phôi C,98,0,9.2
LOG-007452,LSX-TPC-2312,2026-04-08,Cắt phôi A,209,1,9.1
LOG-007495,LSX-TPA-2319,2026-04-08,Sơn B,95,2,6.0
LOG-007526,LSX-TPC-2325,2026-04-08,Sơn lót C,481,7,9.7
LOG-007655,LSX-TPC-2348,2026-04-08,Cắt phôi C,98,2,8.8
LOG-007682,LSX-TPC-2353,2026-04-08,Cắt phôi A,501,4,8.9
LOG-007703,LSX-TPC-2356,2026-04-08,Sơn B,102,1,9.0
LOG-007724,LSX-TPC-2360,2026-04-08,Chà nhám A,522,14,8.1
LOG-007745,LSX-TPC-2364,2026-04-08,Cắt phôi A,203,5,8.9
LOG-007804,LSX-TPA-2375,2026-04-08,Cắt phôi C,95,1,7.9
LOG-007847,LSX-TPB-2382,2026-04-08,Lắp ráp A,100,1,6.5
LOG-007880,LSX-TPC-2388,2026-04-08,Chà nhám B,200,0,9.0
LOG-007887,LSX-TPB-2389,2026-04-08,Sơn lót C,197,1,7.6
LOG-008140,LSX-TPC-2434,2026-04-08,Sơn lót C,297,3,9.7
LOG-008324,LSX-TPC-2467,2026-04-08,Sơn lót C,205,5,9.5
LOG-008362,LSX-TPC-2474,2026-04-08,Chà nhám A,191,0,7.6
LOG-008372,LSX-TPC-2476,2026-04-08,Cắt phôi A,314,0,8.3
LOG-008408,LSX-TPA-2482,2026-04-08,Lắp ráp A,295,2,7.3
LOG-008465,LSX-TPA-2492,2026-04-08,Lắp ráp A,201,0,9.3
LOG-008482,LSX-TPA-2495,2026-04-08,Lắp ráp C,102,1,9.6
LOG-008535,LSX-TPB-2504,2026-04-08,Sơn B,483,2,9.4
LOG-008547,LSX-TPB-2506,2026-04-08,Sơn phủ C,519,14,8.4
LOG-008605,LSX-TPC-2516,2026-04-08,Sơn lót A,506,14,8.5
LOG-008609,LSX-TPC-2517,2026-04-08,Lắp ráp C,97,2,8.8
LOG-008620,LSX-TPB-2519,2026-04-08,Lắp ráp C,497,6,9.6
LOG-008744,LSX-TPB-2541,2026-04-08,Chà nhám A,306,5,8.8
LOG-008754,LSX-TPC-2543,2026-04-08,Cắt phôi A,208,1,7.9
LOG-008773,LSX-TPB-2546,2026-04-08,Chà nhám B,298,0,7.5
LOG-008820,LSX-TPB-2554,2026-04-08,Sơn phủ C,306,4,7.1
LOG-008841,LSX-TPC-2558,2026-04-08,Lắp ráp A,311,1,9.4
LOG-008851,LSX-TPA-2560,2026-04-08,Lắp ráp C,201,1,7.3
LOG-008872,LSX-TPC-2564,2026-04-08,Cắt phôi B,95,0,7.5
LOG-008893,LSX-TPB-2567,2026-04-08,Sơn B,96,1,9.7
LOG-008922,LSX-TPA-2572,2026-04-08,Sơn lót C,523,15,6.3
LOG-008949,LSX-TPC-2577,2026-04-08,Cắt phôi C,95,0,8.7
LOG-009011,LSX-TPB-2587,2026-04-08,Sơn B,101,0,9.9
LOG-009022,LSX-TPC-2589,2026-04-08,Lắp ráp B,476,6,6.6
LOG-009138,LSX-TPA-2609,2026-04-08,Sơn B,198,5,6.4
LOG-009215,LSX-TPC-2623,2026-04-08,Cắt phôi A,99,2,7.4
LOG-009222,LSX-TPB-2624,2026-04-08,Lắp ráp C,499,9,7.3
LOG-009227,LSX-TPA-2625,2026-04-08,Lắp ráp C,497,11,9.9
LOG-009383,LSX-TPC-2652,2026-04-08,Lắp ráp B,312,2,8.7
LOG-009416,LSX-TPB-2658,2026-04-08,Lắp ráp C,97,0,9.6
LOG-009428,LSX-TPB-2660,2026-04-08,Lắp ráp A,311,0,8.0
LOG-009511,LSX-TPA-2675,2026-04-08,Cắt phôi A,297,5,7.2
LOG-009523,LSX-TPC-2677,2026-04-08,Chà nhám B,202,5,6.1
LOG-009565,LSX-TPC-2685,2026-04-08,Chà nhám B,98,0,7.6
LOG-009585,LSX-TPC-2688,2026-04-08,Sơn lót A,190,0,8.6
LOG-009676,LSX-TPC-2705,2026-04-08,Cắt phôi B,477,5,9.9
LOG-009719,LSX-TPC-2713,2026-04-08,Cắt phôi B,199,0,6.1
LOG-009732,LSX-TPA-2715,2026-04-08,Chà nhám A,196,1,8.7
LOG-009771,LSX-TPA-2722,2026-04-08,Cắt phôi B,293,0,9.9
LOG-009806,LSX-TPB-2728,2026-04-08,Lắp ráp C,100,2,8.2
LOG-009842,LSX-TPA-2734,2026-04-08,Lắp ráp A,513,10,7.0
LOG-009862,LSX-TPB-2738,2026-04-08,Cắt phôi B,481,4,8.0
LOG-009914,LSX-TPA-2747,2026-04-08,Cắt phôi C,104,0,6.9
LOG-009920,LSX-TPB-2748,2026-04-08,Lắp ráp C,202,0,9.2
LOG-004902,LSX-TPC-1864,2026-04-09,Đóng gói B,479,3,8.8
LOG-004924,LSX-TPC-1868,2026-04-09,Đóng gói A,99,2,9.7
LOG-005160,LSX-TPA-1910,2026-04-09,Đóng gói A,512,15,7.9
LOG-005183,LSX-TPC-1914,2026-04-09,Đóng gói A,206,6,6.4
LOG-005228,LSX-TPC-1922,2026-04-09,Đóng gói B,294,6,9.1
LOG-005319,LSX-TPA-1938,2026-04-09,Đóng gói B,495,2,9.5
LOG-005331,LSX-TPA-1940,2026-04-09,Đóng gói A,193,4,7.5
LOG-005872,LSX-TPC-2034,2026-04-09,Đóng gói A,198,2,6.7
LOG-006160,LSX-TPA-2084,2026-04-09,Đóng gói B,190,2,7.1
LOG-006211,LSX-TPB-2093,2026-04-09,Đóng gói B,208,5,9.9
LOG-006596,LSX-TPA-2160,2026-04-09,Đóng gói A,201,3,7.8
LOG-006715,LSX-TPA-2181,2026-04-09,Đóng gói B,199,2,7.2
LOG-006942,LSX-TPA-2221,2026-04-09,Đóng gói B,97,1,7.3
LOG-007284,LSX-TPA-2282,2026-04-09,Lắp ráp B,103,2,6.9
LOG-007343,LSX-TPA-2292,2026-04-09,Đóng gói C,96,0,8.6
LOG-007359,LSX-TPB-2295,2026-04-09,Đóng gói C,206,5,8.3
LOG-007386,LSX-TPC-2300,2026-04-09,Lắp phụ kiện B,97,2,6.1
LOG-007419,LSX-TPB-2306,2026-04-09,Lắp ráp A,199,3,6.8
LOG-007546,LSX-TPA-2329,2026-04-09,Cắt phôi C,519,12,9.7
LOG-007572,LSX-TPA-2333,2026-04-09,Lắp phụ kiện B,194,5,9.5
LOG-007664,LSX-TPA-2349,2026-04-09,Sơn phủ A,314,8,8.2
LOG-007671,LSX-TPB-2351,2026-04-09,Cắt phôi B,98,0,7.4
LOG-007711,LSX-TPB-2358,2026-04-09,Cắt phôi B,511,5,7.4
LOG-007760,LSX-TPC-2366,2026-04-09,Sơn phủ C,296,7,7.7
LOG-007776,LSX-TPA-2369,2026-04-09,Đóng gói C,102,0,7.2
LOG-007787,LSX-TPC-2371,2026-04-09,Đóng gói C,483,8,6.6
LOG-007818,LSX-TPC-2377,2026-04-09,Sơn B,100,1,7.6
LOG-007823,LSX-TPC-2378,2026-04-09,Lắp ráp A,209,4,9.8
LOG-007909,LSX-TPC-2393,2026-04-09,Lắp ráp B,208,0,6.5
LOG-007974,LSX-TPC-2404,2026-04-09,Sơn lót A,198,3,8.2
LOG-007988,LSX-TPB-2407,2026-04-09,Cắt phôi B,498,3,7.2
LOG-008018,LSX-TPC-2412,2026-04-09,Sơn phủ C,294,5,6.4
LOG-008031,LSX-TPB-2415,2026-04-09,Cắt phôi C,295,0,8.2
LOG-008055,LSX-TPC-2419,2026-04-09,Lắp ráp A,95,2,7.8
LOG-008059,LSX-TPC-2420,2026-04-09,Cắt phôi C,99,1,6.2
LOG-008105,LSX-TPC-2428,2026-04-09,Sơn lót A,488,13,7.4
LOG-008127,LSX-TPC-2432,2026-04-09,Chà nhám B,104,0,7.6
LOG-008148,LSX-TPA-2436,2026-04-09,Cắt phôi C,484,10,6.3
LOG-008160,LSX-TPC-2438,2026-04-09,Chà nhám A,200,2,7.4
LOG-008169,LSX-TPB-2439,2026-04-09,Lắp phụ kiện B,192,5,7.4
LOG-008199,LSX-TPC-2445,2026-04-09,Cắt phôi B,477,2,8.7
LOG-008215,LSX-TPB-2448,2026-04-09,Cắt phôi B,478,4,7.3
LOG-008258,LSX-TPC-2455,2026-04-09,Lắp phụ kiện B,490,3,6.4
LOG-008266,LSX-TPA-2457,2026-04-09,Cắt phôi C,197,1,7.5
LOG-008284,LSX-TPC-2460,2026-04-09,Chà nhám B,309,2,9.6
LOG-008290,LSX-TPC-2461,2026-04-09,Chà nhám B,198,5,7.7
LOG-008312,LSX-TPC-2465,2026-04-09,Cắt phôi C,198,4,6.0
LOG-008394,LSX-TPC-2480,2026-04-09,Cắt phôi B,100,2,6.6
LOG-008415,LSX-TPB-2483,2026-04-09,Sơn lót A,195,4,6.6
LOG-008427,LSX-TPB-2485,2026-04-09,Sơn lót A,522,14,6.9
LOG-008449,LSX-TPC-2489,2026-04-09,Lắp ráp C,102,2,9.7
LOG-008478,LSX-TPB-2494,2026-04-09,Sơn B,303,4,9.5
LOG-008489,LSX-TPB-2496,2026-04-09,Sơn B,195,0,9.4
LOG-008522,LSX-TPA-2502,2026-04-09,Lắp ráp C,488,14,7.8
LOG-008558,LSX-TPB-2508,2026-04-09,Sơn lót A,206,0,8.2
LOG-008639,LSX-TPA-2522,2026-04-09,Sơn lót A,290,2,9.6
LOG-008682,LSX-TPB-2530,2026-04-09,Chà nhám B,197,1,8.1
LOG-008687,LSX-TPA-2531,2026-04-09,Cắt phôi C,301,5,8.2
LOG-008725,LSX-TPA-2537,2026-04-09,Lắp phụ kiện B,299,2,7.1
LOG-008733,LSX-TPB-2539,2026-04-09,Cắt phôi C,485,1,7.4
LOG-008763,LSX-TPB-2544,2026-04-09,Sơn B,102,2,9.7
LOG-008792,LSX-TPA-2549,2026-04-09,Sơn phủ C,309,6,8.6
LOG-008803,LSX-TPB-2551,2026-04-09,Sơn phủ C,303,2,8.9
LOG-008915,LSX-TPB-2571,2026-04-09,Chà nhám B,514,12,10.0
LOG-008935,LSX-TPC-2574,2026-04-09,Sơn phủ A,295,7,7.6
LOG-008944,LSX-TPA-2576,2026-04-09,Chà nhám B,501,6,6.9
LOG-008991,LSX-TPB-2584,2026-04-09,Chà nhám B,492,14,9.8
LOG-008999,LSX-TPC-2585,2026-04-09,Sơn B,99,0,7.3
LOG-009017,LSX-TPA-2588,2026-04-09,Sơn lót A,102,2,9.8
LOG-009058,LSX-TPC-2595,2026-04-09,Sơn phủ C,201,3,9.9
LOG-009076,LSX-TPB-2598,2026-04-09,Sơn phủ A,492,4,8.9
LOG-009097,LSX-TPC-2602,2026-04-09,Sơn lót C,299,1,7.3
LOG-009125,LSX-TPA-2607,2026-04-09,Lắp ráp A,288,8,6.8
LOG-009132,LSX-TPB-2608,2026-04-09,Sơn lót A,504,10,7.8
LOG-009144,LSX-TPC-2610,2026-04-09,Sơn B,194,3,8.0
LOG-009151,LSX-TPB-2611,2026-04-09,Sơn phủ A,203,4,9.1
LOG-009169,LSX-TPA-2614,2026-04-09,Sơn phủ A,100,1,9.9
LOG-009183,LSX-TPB-2617,2026-04-09,Cắt phôi B,97,0,6.5
LOG-009209,LSX-TPA-2621,2026-04-09,Đóng gói C,198,1,8.9
LOG-009231,LSX-TPB-2626,2026-04-09,Cắt phôi C,98,1,6.6
LOG-009242,LSX-TPC-2628,2026-04-09,Cắt phôi B,285,3,8.2
LOG-009252,LSX-TPA-2629,2026-04-09,Đóng gói C,199,3,9.7
LOG-009263,LSX-TPC-2631,2026-04-09,Lắp phụ kiện B,95,1,8.8
LOG-009286,LSX-TPA-2635,2026-04-09,Sơn B,209,4,9.6
LOG-009304,LSX-TPB-2638,2026-04-09,Sơn phủ A,294,8,7.7
LOG-009308,LSX-TPC-2639,2026-04-09,Lắp ráp B,524,7,8.9
LOG-009346,LSX-TPB-2646,2026-04-09,Cắt phôi A,506,13,8.4
LOG-009355,LSX-TPB-2647,2026-04-09,Sơn phủ C,285,0,8.8
LOG-009387,LSX-TPC-2653,2026-04-09,Cắt phôi C,95,2,7.7
LOG-009402,LSX-TPA-2655,2026-04-09,Lắp phụ kiện B,98,1,8.4
LOG-009432,LSX-TPC-2661,2026-04-09,Cắt phôi B,98,2,9.0
LOG-009467,LSX-TPA-2667,2026-04-09,Cắt phôi C,482,13,6.5
LOG-009475,LSX-TPB-2668,2026-04-09,Sơn phủ C,97,1,8.6
LOG-009542,LSX-TPB-2680,2026-04-09,Đóng gói C,201,4,10.0
LOG-009556,LSX-TPB-2683,2026-04-09,Sơn lót C,296,1,9.4
LOG-009613,LSX-TPA-2693,2026-04-09,Sơn phủ C,514,0,9.0
LOG-009632,LSX-TPA-2697,2026-04-09,Lắp ráp C,490,12,6.9
LOG-009684,LSX-TPB-2706,2026-04-09,Sơn lót C,312,6,6.9
LOG-009695,LSX-TPA-2708,2026-04-09,Sơn phủ C,199,4,9.5
LOG-009706,LSX-TPC-2710,2026-04-09,Sơn phủ C,196,4,8.1
LOG-009716,LSX-TPB-2712,2026-04-09,Sơn lót C,199,0,7.6
LOG-009727,LSX-TPB-2714,2026-04-09,Lắp ráp A,292,6,6.7
LOG-009746,LSX-TPA-2717,2026-04-09,Sơn phủ A,481,14,6.9
LOG-009763,LSX-TPB-2720,2026-04-09,Sơn phủ A,98,2,7.2
LOG-009826,LSX-TPC-2731,2026-04-09,Sơn phủ A,103,1,9.4
LOG-009835,LSX-TPB-2733,2026-04-09,Chà nhám A,204,5,6.6
LOG-009909,LSX-TPA-2746,2026-04-09,Chà nhám B,95,0,8.7
LOG-007270,LSX-TPA-2280,2026-04-10,Cắt phôi A,290,1,9.4
LOG-007448,LSX-TPA-2311,2026-04-10,Lắp ráp C,104,2,7.6
LOG-007453,LSX-TPC-2312,2026-04-10,Chà nhám A,205,2,6.6
LOG-007481,LSX-TPC-2317,2026-04-10,Cắt phôi A,492,3,8.5
LOG-007496,LSX-TPA-2319,2026-04-10,Lắp phụ kiện B,97,2,9.1
LOG-007527,LSX-TPC-2325,2026-04-10,Sơn phủ C,508,13,7.0
LOG-007591,LSX-TPA-2337,2026-04-10,Cắt phôi B,205,4,6.4
LOG-007656,LSX-TPC-2348,2026-04-10,Lắp ráp C,101,2,7.0
LOG-007683,LSX-TPC-2353,2026-04-10,Chà nhám A,478,8,6.2
LOG-007704,LSX-TPC-2356,2026-04-10,Lắp phụ kiện B,98,1,7.6
LOG-007725,LSX-TPC-2360,2026-04-10,Lắp ráp A,499,0,7.5
LOG-007746,LSX-TPC-2364,2026-04-10,Chà nhám A,209,4,8.2
LOG-007805,LSX-TPA-2375,2026-04-10,Lắp ráp C,102,1,6.6
LOG-007848,LSX-TPB-2382,2026-04-10,Sơn lót A,98,1,9.3
LOG-007881,LSX-TPC-2388,2026-04-10,Lắp ráp B,195,2,7.7
LOG-007888,LSX-TPB-2389,2026-04-10,Sơn phủ C,205,4,9.6
LOG-007977,LSX-TPB-2405,2026-04-10,Cắt phôi C,300,1,6.5
LOG-008025,LSX-TPC-2414,2026-04-10,Cắt phôi A,98,1,8.4
LOG-008092,LSX-TPC-2426,2026-04-10,Cắt phôi C,208,2,8.8
LOG-008141,LSX-TPC-2434,2026-04-10,Sơn phủ C,291,1,7.8
LOG-008188,LSX-TPA-2443,2026-04-10,Cắt phôi A,294,4,7.3
LOG-008325,LSX-TPC-2467,2026-04-10,Sơn phủ C,200,1,9.2
LOG-008363,LSX-TPC-2474,2026-04-10,Lắp ráp A,196,2,9.4
LOG-008373,LSX-TPC-2476,2026-04-10,Chà nhám A,306,8,8.9
LOG-008383,LSX-TPB-2478,2026-04-10,Cắt phôi C,103,0,8.3
LOG-008409,LSX-TPA-2482,2026-04-10,Sơn lót A,309,8,6.5
LOG-008466,LSX-TPA-2492,2026-04-10,Sơn lót A,198,4,6.6
LOG-008483,LSX-TPA-2495,2026-04-10,Sơn lót C,99,1,7.0
LOG-008492,LSX-TPC-2497,2026-04-10,Cắt phôi A,198,0,6.4
LOG-008536,LSX-TPB-2504,2026-04-10,Lắp phụ kiện B,478,3,6.4
LOG-008548,LSX-TPB-2506,2026-04-10,Đóng gói C,479,12,6.1
LOG-008606,LSX-TPC-2516,2026-04-10,Sơn phủ A,517,0,8.6
LOG-008610,LSX-TPC-2517,2026-04-10,Sơn lót C,97,1,6.1
LOG-008621,LSX-TPB-2519,2026-04-10,Sơn lót C,523,8,6.4
LOG-008671,LSX-TPB-2528,2026-04-10,Cắt phôi C,95,1,6.3
LOG-008745,LSX-TPB-2541,2026-04-10,Lắp ráp A,287,0,8.1
LOG-008755,LSX-TPC-2543,2026-04-10,Chà nhám A,206,5,9.2
LOG-008774,LSX-TPB-2546,2026-04-10,Lắp ráp B,304,6,8.4
LOG-008821,LSX-TPB-2554,2026-04-10,Đóng gói C,288,5,8.1
LOG-008842,LSX-TPC-2558,2026-04-10,Sơn lót A,287,2,9.6
LOG-008852,LSX-TPA-2560,2026-04-10,Sơn lót C,193,2,8.3
LOG-008873,LSX-TPC-2564,2026-04-10,Chà nhám B,104,0,8.5
LOG-008894,LSX-TPB-2567,2026-04-10,Lắp phụ kiện B,97,2,6.5
LOG-008923,LSX-TPA-2572,2026-04-10,Sơn phủ C,517,3,7.4
LOG-008937,LSX-TPA-2575,2026-04-10,Cắt phôi B,208,3,7.2
LOG-008950,LSX-TPC-2577,2026-04-10,Lắp ráp C,99,1,9.7
LOG-009012,LSX-TPB-2587,2026-04-10,Lắp phụ kiện B,102,2,6.7
LOG-009023,LSX-TPC-2589,2026-04-10,Sơn B,493,3,6.9
LOG-009106,LSX-TPC-2604,2026-04-10,Cắt phôi B,199,4,8.3
LOG-009139,LSX-TPA-2609,2026-04-10,Lắp phụ kiện B,195,4,7.3
LOG-009194,LSX-TPC-2619,2026-04-10,Cắt phôi C,309,8,8.5
LOG-009216,LSX-TPC-2623,2026-04-10,Chà nhám A,97,0,8.3
LOG-009223,LSX-TPB-2624,2026-04-10,Sơn lót C,497,4,7.1
LOG-009228,LSX-TPA-2625,2026-04-10,Sơn lót C,498,2,6.2
LOG-009318,LSX-TPB-2641,2026-04-10,Cắt phôi C,191,1,8.0
LOG-009340,LSX-TPB-2645,2026-04-10,Cắt phôi A,199,5,8.0
LOG-009384,LSX-TPC-2652,2026-04-10,Sơn B,287,1,9.0
LOG-009417,LSX-TPB-2658,2026-04-10,Sơn lót C,96,2,6.8
LOG-009429,LSX-TPB-2660,2026-04-10,Sơn lót A,308,0,7.6
LOG-009512,LSX-TPA-2675,2026-04-10,Chà nhám A,309,5,9.3
LOG-009524,LSX-TPC-2677,2026-04-10,Lắp ráp B,208,0,6.3
LOG-009566,LSX-TPC-2685,2026-04-10,Lắp ráp B,103,0,9.5
LOG-009586,LSX-TPC-2688,2026-04-10,Sơn phủ A,191,1,6.9
LOG-009604,LSX-TPA-2692,2026-04-10,Cắt phôi B,518,9,8.1
LOG-009677,LSX-TPC-2705,2026-04-10,Chà nhám B,480,6,8.5
LOG-009720,LSX-TPC-2713,2026-04-10,Chà nhám B,207,3,7.9
LOG-009733,LSX-TPA-2715,2026-04-10,Lắp ráp A,205,1,9.7
LOG-009772,LSX-TPA-2722,2026-04-10,Chà nhám B,308,3,6.9
LOG-009807,LSX-TPB-2728,2026-04-10,Sơn lót C,104,0,9.4
LOG-009843,LSX-TPA-2734,2026-04-10,Sơn lót A,500,1,9.7
LOG-009863,LSX-TPB-2738,2026-04-10,Chà nhám B,523,4,9.1
LOG-009915,LSX-TPA-2747,2026-04-10,Lắp ráp C,97,1,6.3
LOG-009921,LSX-TPB-2748,2026-04-10,Sơn lót C,196,4,8.8
LOG-007285,LSX-TPA-2282,2026-04-11,Sơn B,103,0,7.3
LOG-007387,LSX-TPC-2300,2026-04-11,Đóng gói B,99,1,6.3
LOG-007420,LSX-TPB-2306,2026-04-11,Sơn lót A,202,0,8.3
LOG-007547,LSX-TPA-2329,2026-04-11,Lắp ráp C,517,11,9.6
LOG-007573,LSX-TPA-2333,2026-04-11,Đóng gói B,204,5,6.9
LOG-007665,LSX-TPA-2349,2026-04-11,Đóng gói A,294,8,6.3
LOG-007672,LSX-TPB-2351,2026-04-11,Chà nhám B,103,0,9.2
LOG-007712,LSX-TPB-2358,2026-04-11,Chà nhám B,503,3,8.4
LOG-007729,LSX-TPB-2361,2026-04-11,Cắt phôi C,100,2,9.2
LOG-007761,LSX-TPC-2366,2026-04-11,Đóng gói C,313,1,6.8
LOG-007819,LSX-TPC-2377,2026-04-11,Lắp phụ kiện B,101,1,8.9
LOG-007824,LSX-TPC-2378,2026-04-11,Sơn lót A,200,3,8.1
