voucher_id,item_code,item_name,unit,quantity,value_usd,days_in_stock
PK-20261797,HC-VP-007,Bút bi Thiên Long Hộp,ram,13.98,91.59,68
PK-20261797,HC-VP-008,Bút bi Thiên Long Thùng,ram,140.51,1317.78,87
PK-20262113,VT-PK-014,Chốt gỗ liên kết Cỡ 2,cái,399.19,6789.37,117
PK-20262284,HC-VP-012,Sổ ghi chép công việc Ram,ram,98.89,967.12,98
PK-20262284,HC-VP-004,Mực máy in Canon Hộp,ram,450.84,8562.64,50
PK-20262284,HC-VP-010,Sổ ghi chép công việc Hộp,ram,109.85,1116.27,23
PK-20262340,DG-BB-012,Xốp bọc bong bóng Loại trung,cuộn,40.78,738.47,26
PK-20262340,DG-BB-008,Băng keo dán thùng Loại nhỏ,cuộn,276.63,4132.64,138
PK-20262398,DG-BB-011,Xốp bọc bong bóng Loại nhỏ,cuộn,468.31,9353.85,102
PK-20262515,DG-BB-019,Góc xốp chống va đập Loại lớn,cuộn,384.97,1419.47,28
PK-20263160,HC-VP-011,Sổ ghi chép công việc Thùng,ram,288.18,2201.14,121
PK-20263313,SM-HC-007,Tinh màu gỗ Walnut Thùng 5L,Kg,367.56,2655.7,38
PK-20263366,HH-SP-011,Tay nâng tủ Blum Cỡ B,bộ,26.07,217.83,92
PK-20263366,HH-SP-008,Đèn led dây trang trí Cỡ B,bộ,258.41,4902.9,98
PK-20263366,HH-SP-004,Khóa cửa vân tay Cỡ A,bộ,171.64,2877.49,97
PK-20263592,GO-NL-015,Gỗ gõ đỏ Nam Phi dày 50mm,m3,345.08,1014.35,76
PK-20263657,VT-PK-014,Chốt gỗ liên kết Cỡ 2,cái,61.5,891.36,117
PK-20264040,SM-HC-016,Sơn lót kháng kiềm Thùng 20L,Kg,126.49,2473.65,87
PK-20264040,SM-HC-014,Tinh màu hạt dẻ Thùng 20L,Kg,128.08,2498.67,82
PK-20264221,DG-BB-018,Nhãn mác sản phẩm Loại trung,cuộn,286.85,1582.35,91
PK-20264221,DG-BB-020,Góc xốp chống va đập Loại nhỏ,cuộn,124.79,265.46,82
PK-20264318,VT-PK-004,Ray trượt ngăn kéo âm Cỡ 1,cái,413.83,3851.07,62
PK-20264318,VT-PK-011,Tay nắm tủ bếp Cỡ 2,cái,294.19,5628.33,132
PK-20264318,VT-PK-002,Bản lề hơi giảm chấn Cỡ 2,cái,410.81,2962.65,102
PK-20264560,TP_GBD-CH-04,Ghế băng dài phòng chờ GBD,bộ,459.34,2181.86,143
PK-20264560,TP_GLC-CH-02,Ghế tựa lưng cong Luxury GLC,bộ,482.68,7393.93,147
PK-20264560,TP_GAC-CH-01,Ghế ăn mộc gỗ cao su GAC,bộ,67.44,828.9,132
PK-20264618,TP_DDS-DC-10,Đèn đứng đọc sách vintage DDS,bộ,479.2,4122.71,18
PK-20265116,HC-VP-001,Giấy in Double A4 Hộp,ram,204.61,3890.35,54
PK-20265116,HC-VP-019,Khẩu trang y tế Hộp,ram,222.36,543.03,78
PK-20265116,HC-VP-020,Khẩu trang y tế Thùng,ram,251.93,4837.57,111
PK-20265414,DG-BB-012,Xốp bọc bong bóng Loại trung,cuộn,319.6,4588.35,124
PK-20265505,TP_DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,bộ,343.51,5254.48,118
PK-20265535,HC-VP-002,Giấy in Double A4 Thùng,ram,207.66,485.51,39
PK-20265815,TP_GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,bộ,19.25,264.2,11
PK-20265902,VT-PK-018,Đinh vít thép không gỉ Cỡ 3,cái,72.86,908.47,53
PK-20265902,VT-PK-008,Ốc liên kết cam Cỡ 2,cái,177.38,2772.28,22
PK-20265902,VT-PK-005,Ray trượt ngăn kéo âm Cỡ 2,cái,247.34,3500.44,119
PK-20266160,SM-HC-002,Sơn lót NC Thùng 20L,Kg,207.9,3484.91,105
PK-20266160,SM-HC-005,Dung môi butyl Thùng 5L,Kg,231.07,588.63,150
PK-20266160,SM-HC-005,Dung môi butyl Thùng 5L,Kg,377.83,5259.38,106
PK-20266182,GO-NL-020,Gỗ hương Lào dày 30mm,m3,397.49,6972.32,137
PK-20266182,GO-NL-029,Gỗ thông ghép thanh cỡ trung,m3,471.57,4651.66,121
PK-20266326,GO-NL-028,Gỗ thông ghép thanh cỡ lớn,m3,184.98,3632.99,57
PK-20266326,GO-NL-033,Gỗ xoan đào Gia Lai dày 50mm,m3,107.25,592.73,118
PK-20266326,GO-NL-027,Gỗ thông ghép thanh dày 50mm,m3,189.51,2253.49,12
PK-20266444,TP_TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,bộ,121.91,1089.24,101
PK-20266444,TP_TCV-DC-03,Tranh canvas treo phòng khách TCV,bộ,295.7,2322.65,44
PK-20266444,TP_SFN-SF-09,Sofa nỉ văng tân cổ điển SFN,bộ,286.73,4371.36,93
PK-20266463,HC-VP-014,Kẹp tài liệu sắt Thùng,ram,186.88,1434.99,98
PK-20266463,HC-VP-004,Mực máy in Canon Hộp,ram,246.35,4570.8,112
PK-20266463,HC-VP-003,Giấy in Double A4 Ram,ram,149.38,2654.24,137
PK-20266953,SM-HC-005,Dung môi butyl Thùng 5L,Kg,409.12,6709.24,35
PK-20267029,DG-BB-007,Băng keo dán thùng Loại lớn,cuộn,312.93,2546.92,120
PK-20267029,DG-BB-008,Băng keo dán thùng Loại nhỏ,cuộn,443.68,5480.61,132
PK-20267029,DG-BB-004,Màng PE bọc hàng Loại lớn,cuộn,143.34,2568.77,39
PK-20267133,HC-VP-017,Nước rửa tay sát khuẩn Thùng,ram,136.27,2321.24,66
PK-20267159,HH-SP-012,Tay nâng tủ Blum Cỡ C,bộ,303.28,2021.86,40
PK-20267410,DG-BB-010,Xốp bọc bong bóng Loại lớn,cuộn,109.7,1829.21,114
PK-20267480,GO-NL-029,Gỗ thông ghép thanh cỡ trung,m3,82.04,954.64,33
PK-20267560,VT-PK-016,Đinh vít thép không gỉ Cỡ 1,cái,279.5,3746.96,66
PK-20267560,VT-PK-020,Tay nâng cánh tủ Cỡ 2,cái,462.96,2344.15,51
PK-20267560,VT-PK-017,Đinh vít thép không gỉ Cỡ 2,cái,284.98,1063.05,61
PK-20267772,VT-PK-015,Chốt gỗ liên kết Cỡ 3,cái,226.82,1677.22,95
PK-20268029,DG-BB-005,Màng PE bọc hàng Loại nhỏ,cuộn,26.06,444.94,135
PK-20268029,DG-BB-004,Màng PE bọc hàng Loại lớn,cuộn,171.13,2393.98,73
PK-20268127,GO-NL-034,Gỗ xoan đào Gia Lai cỡ lớn,m3,52.58,288.8,63
PK-20268177,VT-PK-005,Ray trượt ngăn kéo âm Cỡ 2,cái,342.79,6103.41,103
PK-20268177,VT-PK-022,Ray trượt hộc tủ Cỡ 1,cái,218.24,1395.22,63
PK-20268177,VT-PK-002,Bản lề hơi giảm chấn Cỡ 2,cái,18.34,167.98,80
PK-20268190,HC-VP-013,Kẹp tài liệu sắt Hộp,ram,274.52,690.87,57
PK-20268190,HC-VP-019,Khẩu trang y tế Hộp,ram,357.54,4286.05,58
PK-20268190,HC-VP-004,Mực máy in Canon Hộp,ram,155.19,707.79,140
PK-20268210,TP_SFY-SF-05,Sofa tình yêu da bóng SFY,bộ,132.68,327.78,128
PK-20268210,TP_BCN-TB-09,Bàn console trang trí BCN,bộ,153.18,2348.36,111
PK-20268347,DG-BB-009,Băng keo dán thùng Loại trung,cuộn,28.53,494.97,118
PK-20268472,HH-SP-020,Gương trang trí Cỡ B,bộ,341.01,5597.56,104
PK-20260206,HH-SP-011,Tay nâng tủ Blum Cỡ B,bộ,302.18,5034.13,115
PK-20260206,HH-SP-019,Gương trang trí Cỡ A,bộ,69.86,275.65,29
PK-20260403,TP_GBB-CH-05,Ghế bập bênh thư giãn GBB,bộ,250.39,2823.59,96
PK-20260403,TP_GTR-DC-08,Giá treo quần áo chữ A GTR,bộ,38.24,214.16,104
PK-20260403,TP_FOLD-TB-02,Bàn trà sồi chân sắt FOLD,bộ,148.78,932.26,57
PK-20260424,DG-BB-005,Màng PE bọc hàng Loại nhỏ,cuộn,64.15,166.69,72
PK-20260424,DG-BB-005,Màng PE bọc hàng Loại nhỏ,cuộn,230.67,2515.09,71
PK-20260424,DG-BB-010,Xốp bọc bong bóng Loại lớn,cuộn,385.4,3837.95,25
PK-20260567,TP_TG-KB-04,Tủ giày thông minh 3 tầng TG,bộ,252.35,573.58,145
PK-20260576,HC-VP-011,Sổ ghi chép công việc Thùng,ram,466.96,4032.05,54
PK-20260576,HC-VP-004,Mực máy in Canon Hộp,ram,237.07,630.85,149
PK-20260576,HC-VP-005,Mực máy in Canon Thùng,ram,433.47,2948.35,122
PK-20260903,SM-HC-016,Sơn lót kháng kiềm Thùng 20L,Kg,207.84,1457.32,23
PK-20260946,DG-BB-016,Nhãn mác sản phẩm Loại lớn,cuộn,462.7,1788.23,92
PK-20261287,HH-SP-012,Tay nâng tủ Blum Cỡ C,bộ,439.6,6638.06,93
PK-20261287,HH-SP-011,Tay nâng tủ Blum Cỡ B,bộ,94.86,1450.19,108
PK-20261287,HH-SP-019,Gương trang trí Cỡ A,bộ,492.54,7815.7,116
PK-20261456,VT-PK-024,Ray trượt hộc tủ Cỡ 3,cái,256.51,1405.6,132
PK-20261456,VT-PK-009,Ốc liên kết cam Cỡ 3,cái,358.51,1151.43,79
PK-20261559,HC-VP-017,Nước rửa tay sát khuẩn Thùng,ram,449.4,5266.93,40
PK-20261559,HC-VP-001,Giấy in Double A4 Hộp,ram,377.25,2284.84,114
PK-20261559,HC-VP-020,Khẩu trang y tế Thùng,ram,411.61,3730.4,142
PK-20261573,GO-NL-016,Gỗ gõ đỏ Nam Phi cỡ lớn,m3,13.6,146.49,83
PK-20261573,GO-NL-021,Gỗ hương Lào dày 50mm,m3,477.88,4861.32,42
PK-20261573,GO-NL-027,Gỗ thông ghép thanh dày 50mm,m3,13.57,115.73,145
PK-20261708,DG-BB-015,Dây đai đóng đai Loại trung,cuộn,251.53,971.79,66
PK-20261708,DG-BB-016,Nhãn mác sản phẩm Loại lớn,cuộn,77.37,1060.25,11
PK-20261708,DG-BB-006,Màng PE bọc hàng Loại trung,cuộn,24.65,68.76,30
PK-20261995,HH-SP-011,Tay nâng tủ Blum Cỡ B,bộ,206.96,2647.59,72
PK-20261995,HH-SP-016,Đệm ghế sofa Cỡ A,bộ,295.94,5713.24,81
PK-20261995,HH-SP-008,Đèn led dây trang trí Cỡ B,bộ,401.11,3891.88,106
PK-20261997,HH-SP-004,Khóa cửa vân tay Cỡ A,bộ,245.51,1478.05,107
PK-20262182,TP_BHP-TB-08,Bàn họp lớn văn phòng BHP,bộ,338.03,1678.14,114
PK-20262434,GO-NL-022,Gỗ hương Lào cỡ lớn,m3,151.91,928.65,63
PK-20262434,GO-NL-003,Gỗ óc chó Mỹ dày 50mm,m3,356.14,4378.5,55
PK-20262651,GO-NL-007,Gỗ sồi Nga dày 20mm,m3,93.65,1814.54,86
PK-20262651,GO-NL-011,Gỗ sồi Nga cỡ trung,m3,185.17,3601.17,85
PK-20262926,GO-NL-011,Gỗ sồi Nga cỡ trung,m3,69.23,145.64,96
PK-20263124,VT-PK-009,Ốc liên kết cam Cỡ 3,cái,220.51,3069.8,36
PK-20263151,TP_FOLD-TB-02,Bàn trà sồi chân sắt FOLD,bộ,330.59,3076.76,119
PK-20263553,DG-BB-002,Thùng carton 5 lớp Loại nhỏ,cuộn,427.32,3213.22,62
PK-20263553,DG-BB-009,Băng keo dán thùng Loại trung,cuộn,266.53,3709.6,54
PK-20263843,HH-SP-009,Đèn led dây trang trí Cỡ C,bộ,443.84,996.36,79
PK-20263971,HH-SP-008,Đèn led dây trang trí Cỡ B,bộ,287.36,1857.4,88
PK-20263971,HH-SP-006,Khóa cửa vân tay Cỡ C,bộ,179.14,3424.42,98
PK-20263971,HH-SP-017,Đệm ghế sofa Cỡ B,bộ,277.16,4834.91,149
PK-20263980,VT-PK-011,Tay nắm tủ bếp Cỡ 2,cái,382.23,4166.95,64
PK-20263995,VT-PK-015,Chốt gỗ liên kết Cỡ 3,cái,327.92,1139.86,88
PK-20263995,VT-PK-015,Chốt gỗ liên kết Cỡ 3,cái,383.3,7223.23,33
PK-20264175,GO-NL-018,Gỗ gõ đỏ Nam Phi cỡ nhỏ,m3,394.13,7427.51,22
PK-20264234,GO-NL-002,Gỗ óc chó Mỹ dày 30mm,m3,241.19,1977.69,137
PK-20264234,GO-NL-004,Gỗ óc chó Mỹ cỡ lớn,m3,495.46,4532.6,39
PK-20264234,GO-NL-012,Gỗ sồi Nga cỡ nhỏ,m3,135.87,2280.24,132
PK-20264308,HC-VP-019,Khẩu trang y tế Hộp,ram,399.11,6026.72,79
PK-20264308,HC-VP-001,Giấy in Double A4 Hộp,ram,311.28,4741.74,29
PK-20264638,GO-NL-004,Gỗ óc chó Mỹ cỡ lớn,m3,74.54,151.13,148
PK-20264766,HH-SP-009,Đèn led dây trang trí Cỡ C,bộ,139.77,1820.46,87
PK-20264766,HH-SP-020,Gương trang trí Cỡ B,bộ,439.74,4290.22,145
PK-20264766,HH-SP-019,Gương trang trí Cỡ A,bộ,453.64,1500.91,142
PK-20264804,GO-NL-020,Gỗ hương Lào dày 30mm,m3,172.87,805.69,147
PK-20264804,GO-NL-031,Gỗ xoan đào Gia Lai dày 20mm,m3,58.84,1171.53,114
PK-20264849,DG-BB-001,Thùng carton 5 lớp Loại lớn,cuộn,38.98,685.84,92
PK-20264890,HC-VP-016,Nước rửa tay sát khuẩn Hộp,ram,403.91,5807.32,129
PK-20264890,HC-VP-009,Bút bi Thiên Long Ram,ram,159.35,1449.99,94
PK-20264890,HC-VP-014,Kẹp tài liệu sắt Thùng,ram,163.25,1931.29,131
PK-20265112,HC-VP-019,Khẩu trang y tế Hộp,ram,11.98,40.88,63
PK-20265112,HC-VP-006,Mực máy in Canon Ram,ram,163.39,2483.97,137
PK-20265209,HH-SP-013,Thảm trải sàn nỉ Cỡ A,bộ,306.16,4603.94,71
PK-20265473,GO-NL-013,Gỗ gõ đỏ Nam Phi dày 20mm,m3,402.42,3023.24,22
PK-20265473,GO-NL-002,Gỗ óc chó Mỹ dày 30mm,m3,242.71,2439.42,75
PK-20265473,GO-NL-016,Gỗ gõ đỏ Nam Phi cỡ lớn,m3,343.2,4487.15,71
PK-20265908,VT-PK-009,Ốc liên kết cam Cỡ 3,cái,222.0,876.97,32
PK-20265908,VT-PK-012,Tay nắm tủ bếp Cỡ 3,cái,236.46,1418.59,78
PK-20266152,SM-HC-002,Sơn lót NC Thùng 20L,Kg,103.7,460.75,59
PK-20266152,SM-HC-011,Chất đóng rắn PU Thùng 5L,Kg,49.44,178.47,52
PK-20266152,SM-HC-003,Sơn bóng PU Thùng 5L,Kg,103.45,805.27,119
PK-20266415,SM-HC-007,Tinh màu gỗ Walnut Thùng 5L,Kg,373.39,6144.27,33
PK-20266415,SM-HC-007,Tinh màu gỗ Walnut Thùng 5L,Kg,186.06,1970.34,82
PK-20266445,TP_TCV-DC-03,Tranh canvas treo phòng khách TCV,bộ,30.33,466.65,45
PK-20266445,TP_SFG-SF-03,Sofa giường thông minh gấp gọn SFG,bộ,96.48,1560.67,84
PK-20266488,HH-SP-008,Đèn led dây trang trí Cỡ B,bộ,263.79,1667.53,31
PK-20266488,HH-SP-010,Tay nâng tủ Blum Cỡ A,bộ,204.64,658.31,16
PK-20266488,HH-SP-018,Đệm ghế sofa Cỡ C,bộ,350.76,6272.76,133
PK-20266642,GO-NL-025,Gỗ thông ghép thanh dày 20mm,m3,17.0,149.73,28
PK-20266734,SM-HC-017,Dầu lau gỗ chống trầy Thùng 5L,Kg,413.33,6381.17,33
PK-20266781,HC-VP-005,Mực máy in Canon Thùng,ram,79.34,709.18,109
PK-20266785,TP_SFB-SF-02,Sofa băng da bò thật Luxury SFB,bộ,461.81,8401.18,129
PK-20266845,SM-HC-017,Dầu lau gỗ chống trầy Thùng 5L,Kg,345.26,3405.02,47
PK-20266857,DG-BB-020,Góc xốp chống va đập Loại nhỏ,cuộn,342.21,5207.22,38
PK-20266857,DG-BB-019,Góc xốp chống va đập Loại lớn,cuộn,156.23,2914.53,29
PK-20267469,HC-VP-013,Kẹp tài liệu sắt Hộp,ram,345.58,899.38,135
PK-20267495,DG-BB-004,Màng PE bọc hàng Loại lớn,cuộn,268.03,5357.93,140
PK-20267495,DG-BB-017,Nhãn mác sản phẩm Loại nhỏ,cuộn,246.77,4362.27,60
PK-20267571,TP_DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,bộ,214.5,627.14,21
PK-20267571,TP_GBD-CH-04,Ghế băng dài phòng chờ GBD,bộ,212.75,3068.83,66
PK-20267600,DG-BB-017,Nhãn mác sản phẩm Loại nhỏ,cuộn,77.59,542.49,21
PK-20267600,DG-BB-016,Nhãn mác sản phẩm Loại lớn,cuộn,37.62,567.15,150
PK-20267600,DG-BB-006,Màng PE bọc hàng Loại trung,cuộn,203.55,2749.02,76
PK-20267828,GO-NL-014,Gỗ gõ đỏ Nam Phi dày 30mm,m3,187.0,3377.56,148
PK-20267862,HC-VP-006,Mực máy in Canon Ram,ram,437.32,6634.08,72
PK-20267912,HC-VP-006,Mực máy in Canon Ram,ram,36.48,563.08,109
PK-20267912,HC-VP-012,Sổ ghi chép công việc Ram,ram,43.36,519.09,80
PK-20267912,HC-VP-020,Khẩu trang y tế Thùng,ram,107.62,1270.38,90
PK-20267944,DG-BB-017,Nhãn mác sản phẩm Loại nhỏ,cuộn,365.37,6780.37,52
PK-20267944,DG-BB-015,Dây đai đóng đai Loại trung,cuộn,284.97,3261.43,52
PK-20268019,SM-HC-016,Sơn lót kháng kiềm Thùng 20L,Kg,264.71,4394.43,15
PK-20268019,SM-HC-019,Sơn epoxy bóng Thùng 5L,Kg,129.21,1066.03,15
PK-20268301,HC-VP-019,Khẩu trang y tế Hộp,ram,92.21,1440.2,123
PK-20268301,HC-VP-014,Kẹp tài liệu sắt Thùng,ram,299.88,4940.37,116
PK-20260132,SM-HC-005,Dung môi butyl Thùng 5L,Kg,162.83,1057.0,142
PK-20260379,HH-SP-015,Thảm trải sàn nỉ Cỡ C,bộ,418.53,4735.55,144
PK-20260379,HH-SP-016,Đệm ghế sofa Cỡ A,bộ,176.25,919.09,118
PK-20260379,HH-SP-004,Khóa cửa vân tay Cỡ A,bộ,446.23,5599.94,27
PK-20260444,HH-SP-016,Đệm ghế sofa Cỡ A,bộ,485.25,5723.82,92
PK-20261071,HH-SP-016,Đệm ghế sofa Cỡ A,bộ,105.52,1255.35,117
PK-20261102,DG-BB-019,Góc xốp chống va đập Loại lớn,cuộn,162.38,1092.45,103
PK-20261102,DG-BB-012,Xốp bọc bong bóng Loại trung,cuộn,15.97,243.07,97
PK-20261479,GO-NL-021,Gỗ hương Lào dày 50mm,m3,342.68,5826.47,139
PK-20261479,GO-NL-008,Gỗ sồi Nga dày 30mm,m3,306.83,3733.26,36
PK-20261479,GO-NL-010,Gỗ sồi Nga cỡ lớn,m3,381.59,2374.11,117
PK-20261552,DG-BB-010,Xốp bọc bong bóng Loại lớn,cuộn,430.62,1858.68,103
PK-20261552,DG-BB-017,Nhãn mác sản phẩm Loại nhỏ,cuộn,139.04,695.34,115
PK-20261552,DG-BB-014,Dây đai đóng đai Loại nhỏ,cuộn,223.55,1062.15,97
PK-20262052,VT-PK-013,Chốt gỗ liên kết Cỡ 1,cái,473.96,1369.81,57
PK-20262052,VT-PK-024,Ray trượt hộc tủ Cỡ 3,cái,132.69,1554.55,29
PK-20262105,HH-SP-003,Bản lề hơi DTC Cỡ C,bộ,413.59,7797.85,123
PK-20262105,HH-SP-006,Khóa cửa vân tay Cỡ C,bộ,163.31,3147.22,15
PK-20262114,SM-HC-020,Sơn epoxy bóng Thùng 20L,Kg,260.32,3814.72,59
PK-20262114,SM-HC-010,Keo dán gỗ sữa Vina Thùng 20L,Kg,437.36,4683.16,14
PK-20262121,GO-NL-005,Gỗ óc chó Mỹ cỡ trung,m3,130.12,1325.03,120
PK-20262138,HC-VP-018,Nước rửa tay sát khuẩn Ram,ram,427.26,4051.88,95
PK-20262214,SM-HC-012,Chất đóng rắn PU Thùng 20L,Kg,437.56,3483.19,68
PK-20262214,SM-HC-003,Sơn bóng PU Thùng 5L,Kg,212.1,1580.23,93
PK-20262649,HC-VP-016,Nước rửa tay sát khuẩn Hộp,ram,490.19,5935.45,140
PK-20262649,HC-VP-007,Bút bi Thiên Long Hộp,ram,98.03,1018.56,82
PK-20262739,HC-VP-006,Mực máy in Canon Ram,ram,81.82,206.16,117
PK-20262739,HC-VP-005,Mực máy in Canon Thùng,ram,414.65,5412.39,56
PK-20262770,HC-VP-018,Nước rửa tay sát khuẩn Ram,ram,290.2,4021.74,42
PK-20262770,HC-VP-017,Nước rửa tay sát khuẩn Thùng,ram,196.29,2350.39,22
PK-20262770,HC-VP-020,Khẩu trang y tế Thùng,ram,420.79,5968.81,92
PK-20262832,HH-SP-011,Tay nâng tủ Blum Cỡ B,bộ,334.07,3059.67,101
PK-20262832,HH-SP-004,Khóa cửa vân tay Cỡ A,bộ,320.53,2432.14,38
PK-20263444,VT-PK-013,Chốt gỗ liên kết Cỡ 1,cái,121.45,1040.04,135
PK-20263444,VT-PK-012,Tay nắm tủ bếp Cỡ 3,cái,342.04,5358.82,89
PK-20263492,HH-SP-020,Gương trang trí Cỡ B,bộ,480.44,6534.76,39
PK-20263492,HH-SP-012,Tay nâng tủ Blum Cỡ C,bộ,494.75,8704.12,23
PK-20263492,HH-SP-016,Đệm ghế sofa Cỡ A,bộ,128.72,2418.74,86
PK-20263791,TP_TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,bộ,245.65,3087.37,131
PK-20263791,TP_SFD-SF-04,Sofa đơn bọc vải nhung SFD,bộ,306.07,632.84,13
PK-20263791,TP_DDS-DC-10,Đèn đứng đọc sách vintage DDS,bộ,347.75,6718.01,92
PK-20263947,TP_DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,bộ,113.01,1741.32,27
PK-20264077,DG-BB-018,Nhãn mác sản phẩm Loại trung,cuộn,23.62,213.52,148
PK-20264077,DG-BB-020,Góc xốp chống va đập Loại nhỏ,cuộn,207.27,3154.6,147
PK-20264077,DG-BB-015,Dây đai đóng đai Loại trung,cuộn,456.25,1392.1,85
PK-20264708,SM-HC-017,Dầu lau gỗ chống trầy Thùng 5L,Kg,218.07,1247.57,28
PK-20264708,SM-HC-012,Chất đóng rắn PU Thùng 20L,Kg,377.2,6997.27,71
PK-20264884,TP_BTN-TB-10,Bàn trà Nhật bệt gỗ xoan BTN,bộ,326.18,4573.68,20
PK-20265055,HH-SP-004,Khóa cửa vân tay Cỡ A,bộ,236.74,4126.25,32
PK-20265055,HH-SP-009,Đèn led dây trang trí Cỡ C,bộ,187.84,382.18,136
PK-20265055,HH-SP-014,Thảm trải sàn nỉ Cỡ B,bộ,229.6,503.76,86
PK-20265268,TP_TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,bộ,178.71,3475.18,80
PK-20265795,SM-HC-011,Chất đóng rắn PU Thùng 5L,Kg,230.7,874.77,32
PK-20265795,SM-HC-004,Sơn bóng PU Thùng 20L,Kg,222.03,4275.11,148
PK-20265795,SM-HC-010,Keo dán gỗ sữa Vina Thùng 20L,Kg,241.89,1950.76,103
PK-20265800,VT-PK-003,Bản lề hơi giảm chấn Cỡ 3,cái,340.22,1835.02,74
PK-20265851,HC-VP-008,Bút bi Thiên Long Thùng,ram,276.61,3962.17,119
PK-20265851,HC-VP-016,Nước rửa tay sát khuẩn Hộp,ram,45.03,229.26,24
PK-20266065,VT-PK-012,Tay nắm tủ bếp Cỡ 3,cái,397.58,3026.95,104
PK-20266065,VT-PK-007,Ốc liên kết cam Cỡ 1,cái,129.54,609.24,82
PK-20266065,VT-PK-019,Tay nâng cánh tủ Cỡ 1,cái,331.03,3446.67,25
PK-20266196,TP_SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,bộ,420.1,4553.4,18
PK-20266844,HH-SP-015,Thảm trải sàn nỉ Cỡ C,bộ,375.34,5438.54,119
PK-20267131,HH-SP-012,Tay nâng tủ Blum Cỡ C,bộ,487.2,3898.89,77
PK-20267131,HH-SP-016,Đệm ghế sofa Cỡ A,bộ,117.56,2048.93,71
PK-20267142,VT-PK-022,Ray trượt hộc tủ Cỡ 1,cái,257.92,1493.14,29
PK-20267142,VT-PK-015,Chốt gỗ liên kết Cỡ 3,cái,363.97,6255.35,97
PK-20267254,DG-BB-015,Dây đai đóng đai Loại trung,cuộn,91.62,1155.41,52
PK-20267490,HH-SP-013,Thảm trải sàn nỉ Cỡ A,bộ,214.07,2336.13,91
PK-20267490,HH-SP-016,Đệm ghế sofa Cỡ A,bộ,201.6,1667.61,95
PK-20267490,HH-SP-007,Đèn led dây trang trí Cỡ A,bộ,189.07,1066.75,73
PK-20267563,TP_GLV-CH-06,Ghế làm việc công thái học GLV,bộ,219.88,2196.27,10
PK-20267563,TP_SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,bộ,493.73,8145.13,88
PK-20267576,GO-NL-031,Gỗ xoan đào Gia Lai dày 20mm,m3,431.09,8244.62,89
PK-20267576,GO-NL-016,Gỗ gõ đỏ Nam Phi cỡ lớn,m3,426.73,3381.62,76
PK-20267576,GO-NL-007,Gỗ sồi Nga dày 20mm,m3,302.6,3325.14,76
PK-20267626,SM-HC-008,Tinh màu gỗ Walnut Thùng 20L,Kg,270.52,4940.53,85
PK-20267626,SM-HC-018,Dầu lau gỗ chống trầy Thùng 20L,Kg,431.98,8237.63,101
PK-20267629,DG-BB-002,Thùng carton 5 lớp Loại nhỏ,cuộn,116.2,818.69,95
PK-20267629,DG-BB-002,Thùng carton 5 lớp Loại nhỏ,cuộn,375.83,1096.29,16
PK-20268059,TP_KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,bộ,427.73,5493.28,45
PK-20268059,TP_KSD-KB-03,Kệ sách đứng gỗ cao su KSD,bộ,297.52,4920.17,136
PK-20268337,TP_KTV-KB-02,Kệ tivi phòng khách sồi KTV,bộ,41.21,320.31,34
PK-20268337,TP_TBP-KB-06,Tủ bếp gỗ công nghiệp cao cấp TBP,bộ,257.93,4316.12,29
PK-20268458,TP_TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,bộ,212.69,3013.63,95
PK-20268458,TP_BCN-TB-09,Bàn console trang trí BCN,bộ,317.65,2399.25,56
PK-20268458,TP_ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,bộ,423.06,7375.38,76
PK-20260055,DG-BB-001,Thùng carton 5 lớp Loại lớn,cuộn,342.32,1072.32,29
PK-20260055,DG-BB-017,Nhãn mác sản phẩm Loại nhỏ,cuộn,197.99,3420.6,65
PK-20260284,TP_GWD-CH-08,Ghế ăn Windsor cổ điển GWD,bộ,212.65,3491.35,108
PK-20260284,TP_GBB-CH-05,Ghế bập bênh thư giãn GBB,bộ,73.99,462.89,143
PK-20260382,SM-HC-010,Keo dán gỗ sữa Vina Thùng 20L,Kg,12.71,212.53,97
PK-20260382,SM-HC-005,Dung môi butyl Thùng 5L,Kg,186.13,1975.78,36
PK-20260520,TP_GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,bộ,398.84,4409.84,39
PK-20260520,TP_KSD-KB-03,Kệ sách đứng gỗ cao su KSD,bộ,185.48,436.36,105
PK-20260959,TP_GBB-CH-05,Ghế bập bênh thư giãn GBB,bộ,300.97,3635.77,83
PK-20260959,TP_DDS-DC-10,Đèn đứng đọc sách vintage DDS,bộ,462.13,8303.3,119
PK-20260959,TP_SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,bộ,323.46,4810.63,133
