order_id,product_code,product_name,category,qty,price,total_amount
DH-20260584,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,2,37.54,75.08
DH-20260584,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,10,68.26,682.6
DH-20260584,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,1,227.25,227.25
DH-20261033,KCH-DC-05,Kệ cắm hoa decor phòng khách KCH,Đồ trang trí,10,8.08,80.8
DH-20261033,GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,Sofa,1,16.17,16.17
DH-20261033,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,10,16.8,168.0
DH-20261198,BHS-TB-05,Bàn học sinh chống gù BHS,Bàn gỗ,10,33.95,339.5
DH-20261338,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,2,50.12,100.24
DH-20261372,SFY-SF-05,Sofa tình yêu da bóng SFY,Sofa,10,72.75,727.5
DH-20262287,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,2,47.78,95.56
DH-20262287,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,10,152.69,1526.9
DH-20262359,BHP-TB-08,Bàn họp lớn văn phòng BHP,Bàn gỗ,10,255.99,2559.9
DH-20262359,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,10,137.43,1374.3
DH-20262984,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,2,8.49,16.98
DH-20263288,KCH-DC-05,Kệ cắm hoa decor phòng khách KCH,Đồ trang trí,20,8.08,161.6
DH-20263368,SFB-SF-02,Sofa băng da bò thật Luxury SFB,Sofa,10,502.99,5029.9
DH-20263368,GBB-CH-05,Ghế bập bênh thư giãn GBB,Ghế gỗ,10,54.61,546.1
DH-20263368,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,20,20.75,415.0
DH-20263387,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,1,61.08,61.08
DH-20263387,DSF-SF-10,Đôn sofa bọc vải tròn DSF,Sofa,10,11.32,113.2
DH-20263641,TG-KB-04,Tủ giày thông minh 3 tầng TG,Tủ kệ,10,25.87,258.7
DH-20264027,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,1,14.37,14.37
DH-20264027,DSF-SF-10,Đôn sofa bọc vải tròn DSF,Sofa,1,12.57,12.57
DH-20264535,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,1,45.27,45.27
DH-20264535,TG-KB-04,Tủ giày thông minh 3 tầng TG,Tủ kệ,1,28.74,28.74
DH-20264618,BHP-TB-08,Bàn họp lớn văn phòng BHP,Bàn gỗ,2,282.93,565.86
DH-20264618,TG-KB-04,Tủ giày thông minh 3 tầng TG,Tủ kệ,2,27.31,54.62
DH-20264618,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,1,296.41,296.41
DH-20264712,SFB-SF-08,Sofa bench đệm giả da SFB,Sofa,10,40.96,409.6
DH-20264712,DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,Đồ trang trí,10,14.15,141.5
DH-20264712,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,1,68.26,68.26
DH-20264996,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,1,50.3,50.3
DH-20265050,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,1,31.53,31.53
DH-20265286,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,5,128.44,642.2
DH-20265286,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,5,185.93,929.65
DH-20265286,GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,Sofa,5,17.78,88.9
DH-20265485,TBP-KB-06,Tủ bếp gỗ công nghiệp cao cấp TBP,Tủ kệ,1,691.62,691.62
DH-20265485,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,5,24.25,121.25
DH-20265750,SFB-SF-02,Sofa băng da bò thật Luxury SFB,Sofa,2,528.14,1056.28
DH-20265750,SFG-SF-03,Sofa giường thông minh gấp gọn SFG,Sofa,1,153.59,153.59
DH-20265804,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,1,206.59,206.59
DH-20265804,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,10,35.57,355.7
DH-20265804,KHG-DC-07,Khay gỗ đựng trà bánh đa năng KHG,Đồ trang trí,5,5.97,29.85
DH-20265976,KTV-KB-02,Kệ tivi phòng khách sồi KTV,Tủ kệ,2,79.22,158.44
DH-20265993,DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,Đồ trang trí,5,14.82,74.1
DH-20265993,BHS-TB-05,Bàn học sinh chống gù BHS,Bàn gỗ,2,32.34,64.68
DH-20266312,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,10,27.66,276.6
DH-20266312,BHS-TB-05,Bàn học sinh chống gù BHS,Bàn gỗ,2,30.72,61.44
DH-20266747,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,5,23.89,119.45
DH-20266747,TBP-KB-06,Tủ bếp gỗ công nghiệp cao cấp TBP,Tủ kệ,10,660.18,6601.8
DH-20266915,DSF-SF-10,Đôn sofa bọc vải tròn DSF,Sofa,2,13.83,27.66
DH-20266915,DSF-SF-10,Đôn sofa bọc vải tròn DSF,Sofa,2,11.32,22.64
DH-20266915,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,5,185.93,929.65
DH-20267237,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,2,31.53,63.06
DH-20267237,BTN-TB-10,Bàn trà Nhật bệt gỗ xoan BTN,Bàn gỗ,1,21.56,21.56
DH-20267237,DSF-SF-10,Đôn sofa bọc vải tròn DSF,Sofa,5,11.32,56.6
DH-20267379,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,10,32.43,324.3
DH-20267513,BTN-TB-10,Bàn trà Nhật bệt gỗ xoan BTN,Bàn gỗ,5,19.4,97.0
DH-20267513,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,1,61.44,61.44
DH-20267513,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,5,8.89,44.45
DH-20267518,BTN-TB-10,Bàn trà Nhật bệt gỗ xoan BTN,Bàn gỗ,2,22.63,45.26
DH-20268077,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,20,6.47,129.4
DH-20268077,TG-KB-04,Tủ giày thông minh 3 tầng TG,Tủ kệ,10,28.74,287.4
DH-20268077,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,44.91,224.55
DH-20268153,SFB-SF-08,Sofa bench đệm giả da SFB,Sofa,10,47.43,474.3
DH-20268153,SFB-SF-08,Sofa bench đệm giả da SFB,Sofa,10,43.11,431.1
DH-20268209,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,1,145.06,145.06
DH-20268209,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,1,311.23,311.23
DH-20268336,SFG-SF-03,Sofa giường thông minh gấp gọn SFG,Sofa,2,162.13,324.26
DH-20268336,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,2,25.15,50.3
DH-20268454,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,10,41.5,415.0
DH-20268481,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,10,266.77,2667.7
DH-20268481,GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,Ghế gỗ,5,6.47,32.35
DH-20268481,KHG-DC-07,Khay gỗ đựng trà bánh đa năng KHG,Đồ trang trí,20,6.29,125.8
DH-20268576,GWD-CH-08,Ghế ăn Windsor cổ điển GWD,Ghế gỗ,5,19.76,98.8
DH-20268653,GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,Ghế gỗ,1,7.19,7.19
DH-20268728,SFG-SF-03,Sofa giường thông minh gấp gọn SFG,Sofa,2,153.59,307.18
DH-20268728,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,2,185.93,371.86
DH-20268758,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,1,41.5,41.5
DH-20269458,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,5,52.81,264.05
DH-20269543,TG-KB-04,Tủ giày thông minh 3 tầng TG,Tủ kệ,2,31.62,63.24
DH-20269543,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,20,17.78,355.6
DH-20269543,TBP-KB-06,Tủ bếp gỗ công nghiệp cao cấp TBP,Tủ kệ,10,691.62,6916.2
DH-20269683,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,2,26.41,52.82
DH-20269936,GAC-CH-01,Ghế ăn mộc gỗ cao su GAC,Ghế gỗ,10,11.32,113.2
DH-20269980,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,10,35.84,358.4
DH-20269980,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,1,35.03,35.03
DH-20269980,KTV-KB-02,Kệ tivi phòng khách sồi KTV,Tủ kệ,2,75.45,150.9
DH-20260054,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,1,196.26,196.26
DH-20260054,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,2,377.25,754.5
DH-20260054,DSF-SF-10,Đôn sofa bọc vải tròn DSF,Sofa,10,12.57,125.7
DH-20260180,GST-DC-01,Gương soi toàn thân viền gỗ GST,Đồ trang trí,10,23.35,233.5
DH-20260180,KTV-KB-02,Kệ tivi phòng khách sồi KTV,Tủ kệ,2,71.68,143.36
DH-20260262,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,1,71.68,71.68
DH-20260324,DSF-SF-10,Đôn sofa bọc vải tròn DSF,Sofa,5,11.32,56.6
DH-20260468,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,5,14.55,72.75
DH-20260468,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,44.91,224.55
DH-20260468,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,20,14.55,291.0
DH-20260475,SFY-SF-05,Sofa tình yêu da bóng SFY,Sofa,2,76.8,153.6
DH-20260475,SFY-SF-05,Sofa tình yêu da bóng SFY,Sofa,1,72.75,72.75
DH-20260662,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,10,6.83,68.3
DH-20260977,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,10,45.27,452.7
DH-20260977,SFG-SF-03,Sofa giường thông minh gấp gọn SFG,Sofa,5,162.13,810.65
DH-20261234,GAC-CH-01,Ghế ăn mộc gỗ cao su GAC,Ghế gỗ,2,10.24,20.48
DH-20261619,DSF-SF-10,Đôn sofa bọc vải tròn DSF,Sofa,5,11.32,56.6
DH-20261619,SFN-SF-09,Sofa nỉ văng tân cổ điển SFN,Sofa,2,365.57,731.14
DH-20261685,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,10,12.84,128.4
DH-20261685,GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,Ghế gỗ,2,6.83,13.66
DH-20261730,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,10,206.59,2065.9
DH-20261730,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,10,44.91,449.1
DH-20261930,DSF-SF-10,Đôn sofa bọc vải tròn DSF,Sofa,10,11.32,113.2
DH-20261947,BTN-TB-10,Bàn trà Nhật bệt gỗ xoan BTN,Bàn gỗ,1,23.71,23.71
DH-20262001,GST-DC-01,Gương soi toàn thân viền gỗ GST,Đồ trang trí,5,23.35,116.75
DH-20262001,TLS-DC-06,Thảm lót sàn dệt tay họa tiết TLS,Đồ trang trí,20,37.72,754.4
DH-20262243,TCV-DC-03,Tranh canvas treo phòng khách TCV,Đồ trang trí,10,9.7,97.0
DH-20262243,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,1,43.47,43.47
DH-20262406,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,10,227.25,2272.5
DH-20262406,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,1,26.95,26.95
DH-20262438,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,5,32.43,162.15
DH-20262632,SFG-SF-03,Sofa giường thông minh gấp gọn SFG,Sofa,5,162.13,810.65
DH-20262632,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,2,75.09,150.18
DH-20262632,SFY-SF-05,Sofa tình yêu da bóng SFY,Sofa,1,80.84,80.84
DH-20263186,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,5,38.53,192.65
DH-20263186,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,10,32.43,324.3
DH-20263186,KCH-DC-05,Kệ cắm hoa decor phòng khách KCH,Đồ trang trí,20,9.88,197.6
DH-20263547,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,5,206.59,1032.95
DH-20263547,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,5,34.13,170.65
DH-20263547,DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,Đồ trang trí,5,13.47,67.35
DH-20263622,GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,Sofa,1,17.78,17.78
DH-20263775,KTV-KB-02,Kệ tivi phòng khách sồi KTV,Tủ kệ,10,79.22,792.2
DH-20264103,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,1,55.69,55.69
DH-20264103,FOLD-TB-02,Bàn trà sồi chân sắt FOLD,Bàn gỗ,10,37.54,375.4
DH-20264103,SFN-SF-09,Sofa nỉ văng tân cổ điển SFN,Sofa,2,315.72,631.44
DH-20264569,GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,Ghế gỗ,5,7.9,39.5
DH-20264752,KHG-DC-07,Khay gỗ đựng trà bánh đa năng KHG,Đồ trang trí,10,6.29,62.9
DH-20264752,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,10,18.77,187.7
DH-20264752,BHS-TB-05,Bàn học sinh chống gù BHS,Bàn gỗ,2,32.34,64.68
DH-20264865,KTV-KB-02,Kệ tivi phòng khách sồi KTV,Tủ kệ,2,79.22,158.44
DH-20264865,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,1,55.69,55.69
DH-20264865,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,5,30.72,153.6
DH-20264869,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,20,20.75,415.0
DH-20264869,TG-KB-04,Tủ giày thông minh 3 tầng TG,Tủ kệ,10,27.31,273.1
DH-20264927,GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,Sofa,2,17.78,35.56
DH-20264927,BHS-TB-05,Bàn học sinh chống gù BHS,Bàn gỗ,2,29.1,58.2
DH-20265260,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,1,37.54,37.54
DH-20265260,DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,Đồ trang trí,5,12.8,64.0
DH-20265303,TCV-DC-03,Tranh canvas treo phòng khách TCV,Đồ trang trí,20,10.24,204.8
DH-20265590,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,10,14.82,148.2
DH-20265590,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,10,26.41,264.1
DH-20265590,BHP-TB-08,Bàn họp lớn văn phòng BHP,Bàn gỗ,2,255.99,511.98
DH-20265734,SFN-SF-09,Sofa nỉ văng tân cổ điển SFN,Sofa,5,315.72,1578.6
DH-20265752,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,1,14.37,14.37
DH-20265752,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,10,7.28,72.8
DH-20265752,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,5,296.41,1482.05
DH-20265846,TCV-DC-03,Tranh canvas treo phòng khách TCV,Đồ trang trí,10,10.24,102.4
DH-20266450,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,1,52.81,52.81
DH-20266450,KCH-DC-05,Kệ cắm hoa decor phòng khách KCH,Đồ trang trí,20,9.43,188.6
DH-20266450,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,5,326.05,1630.25
DH-20266877,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,2,47.16,94.32
DH-20266877,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,10,20.75,207.5
DH-20266931,TCV-DC-03,Tranh canvas treo phòng khách TCV,Đồ trang trí,10,9.7,97.0
DH-20267184,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,2,12.93,25.86
DH-20267184,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,2,26.95,53.9
DH-20267184,TBP-KB-06,Tủ bếp gỗ công nghiệp cao cấp TBP,Tủ kệ,1,660.18,660.18
DH-20267491,GAC-CH-01,Ghế ăn mộc gỗ cao su GAC,Ghế gỗ,10,11.32,113.2
DH-20267897,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,5,326.05,1630.25
DH-20267897,GBB-CH-05,Ghế bập bênh thư giãn GBB,Ghế gỗ,5,57.49,287.45
DH-20267897,BTN-TB-10,Bàn trà Nhật bệt gỗ xoan BTN,Bàn gỗ,10,20.48,204.8
DH-20267960,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,1,50.3,50.3
DH-20267989,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,5,61.44,307.2
DH-20267989,GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,Ghế gỗ,5,7.54,37.7
DH-20267989,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,40.42,202.1
DH-20268317,GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,Ghế gỗ,2,7.19,14.38
DH-20268317,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,1,13.65,13.65
DH-20268317,TCV-DC-03,Tranh canvas treo phòng khách TCV,Đồ trang trí,5,10.78,53.9
DH-20268323,TLS-DC-06,Thảm lót sàn dệt tay họa tiết TLS,Đồ trang trí,5,33.95,169.75
DH-20268323,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,10,15.09,150.9
DH-20268374,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,2,37.54,75.08
DH-20268374,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,5,6.47,32.35
DH-20268394,TBP-KB-06,Tủ bếp gỗ công nghiệp cao cấp TBP,Tủ kệ,10,628.74,6287.4
DH-20268431,GWD-CH-08,Ghế ăn Windsor cổ điển GWD,Ghế gỗ,5,17.78,88.9
DH-20268431,TG-KB-04,Tủ giày thông minh 3 tầng TG,Tủ kệ,1,25.87,25.87
DH-20268473,TCV-DC-03,Tranh canvas treo phòng khách TCV,Đồ trang trí,20,9.7,194.0
DH-20269207,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,2,8.49,16.98
DH-20269207,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,2,61.26,122.52
DH-20269207,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,5,414.97,2074.85
DH-20269446,TBP-KB-06,Tủ bếp gỗ công nghiệp cao cấp TBP,Tủ kệ,10,565.87,5658.7
DH-20269446,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,1,39.52,39.52
DH-20269446,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,10,68.26,682.6
DH-20269523,KTV-KB-02,Kệ tivi phòng khách sồi KTV,Tủ kệ,5,75.45,377.25
DH-20269523,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,5,311.23,1556.15
DH-20269652,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,5,13.47,67.35
DH-20269652,TCV-DC-03,Tranh canvas treo phòng khách TCV,Đồ trang trí,20,10.78,215.6
DH-20269652,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,2,55.69,111.38
DH-20260157,TLS-DC-06,Thảm lót sàn dệt tay họa tiết TLS,Đồ trang trí,5,39.61,198.05
DH-20260157,GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,Sofa,2,15.36,30.72
DH-20260157,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,5,7.68,38.4
DH-20260257,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,2,15.36,30.72
DH-20260257,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,1,58.02,58.02
DH-20260269,GST-DC-01,Gương soi toàn thân viền gỗ GST,Đồ trang trí,20,22.19,443.8
DH-20260593,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,2,25.6,51.2
DH-20260593,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,1,35.03,35.03
DH-20260776,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,5,175.87,879.35
DH-20260969,KTV-KB-02,Kệ tivi phòng khách sồi KTV,Tủ kệ,5,71.68,358.4
DH-20261120,SFN-SF-09,Sofa nỉ văng tân cổ điển SFN,Sofa,2,365.57,731.14
DH-20261120,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,10,27.66,276.6
DH-20261120,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,10,7.68,76.8
DH-20261238,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,1,28.29,28.29
DH-20261286,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,5,34.13,170.65
DH-20261286,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,5,21.74,108.7
DH-20261311,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,1,159.88,159.88
DH-20261368,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,10,75.09,750.9
DH-20261382,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,2,137.43,274.86
DH-20261382,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,10,16.17,161.7
DH-20261382,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,1,143.89,143.89
DH-20261439,SFG-SF-03,Sofa giường thông minh gấp gọn SFG,Sofa,2,187.72,375.44
DH-20261439,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,10,11.68,116.8
DH-20261439,SFB-SF-08,Sofa bench đệm giả da SFB,Sofa,5,38.8,194.0
DH-20261746,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,5,14.37,71.85
DH-20261746,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,1,25.15,25.15
DH-20262010,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,1,160.33,160.33
DH-20262230,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,1,12.13,12.13
DH-20262230,DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,Đồ trang trí,10,13.47,134.7
DH-20262230,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,5,7.19,35.95
DH-20262300,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,1,14.37,14.37
DH-20262318,DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,Đồ trang trí,20,14.15,283.0
DH-20262360,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,10,11.68,116.8
DH-20262382,FOLD-TB-02,Bàn trà sồi chân sắt FOLD,Bàn gỗ,1,39.52,39.52
DH-20262382,KHG-DC-07,Khay gỗ đựng trà bánh đa năng KHG,Đồ trang trí,5,5.66,28.3
DH-20262426,SFY-SF-05,Sofa tình yêu da bóng SFY,Sofa,1,76.8,76.8
DH-20262426,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,1,61.26,61.26
DH-20262520,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,2,8.49,16.98
DH-20262849,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,5,281.59,1407.95
DH-20263024,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,10,25.6,256.0
DH-20263314,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,1,227.25,227.25
DH-20263314,SFY-SF-05,Sofa tình yêu da bóng SFY,Sofa,10,88.92,889.2
DH-20263369,SFN-SF-09,Sofa nỉ văng tân cổ điển SFN,Sofa,5,299.1,1495.5
DH-20263412,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,1,152.69,152.69
DH-20263412,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,2,17.78,35.56
DH-20263689,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,10,145.06,1450.6
DH-20263689,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,5,8.08,40.4
DH-20263689,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,1,71.68,71.68
DH-20263883,TCV-DC-03,Tranh canvas treo phòng khách TCV,Đồ trang trí,5,11.32,56.6
DH-20263883,TG-KB-04,Tủ giày thông minh 3 tầng TG,Tủ kệ,1,25.87,25.87
DH-20264089,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,5,14.55,72.75
DH-20264089,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,42.66,213.3
DH-20264172,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,10,7.9,79.0
DH-20264216,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,10,22.63,226.3
DH-20264216,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,10,55.69,556.9
DH-20264308,SFN-SF-09,Sofa nỉ văng tân cổ điển SFN,Sofa,2,299.1,598.2
DH-20264392,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,10,20.75,207.5
DH-20264392,GBB-CH-05,Ghế bập bênh thư giãn GBB,Ghế gỗ,5,60.36,301.8
DH-20264429,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,10,6.47,64.7
DH-20264429,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,1,33.28,33.28
DH-20264429,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,44.91,224.55
DH-20264439,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,5,12.8,64.0
DH-20264439,FOLD-TB-02,Bàn trà sồi chân sắt FOLD,Bàn gỗ,10,37.54,375.4
DH-20265003,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,2,55.33,110.66
