order_id,date,customer_name,status
DH-20267393,2026-03-17,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20267451,2026-03-17,Tổng thầu Decor Đông Dương,Completed
DH-20267559,2026-03-17,Công ty Thiết kế Không Gian Xanh,Completed
DH-20268117,2026-03-17,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20268310,2026-03-17,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20268629,2026-03-17,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20268741,2026-03-17,Đại lý Bán lẻ Mộc Lan,Completed
DH-20268778,2026-03-17,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20268943,2026-03-17,Tổng thầu Nội thất Trường Thành,Completed
DH-20269236,2026-03-17,Homestay & Resort Hội An Green,Completed
DH-20269632,2026-03-17,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20269931,2026-03-17,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20260119,2026-03-18,Công ty TNHH Nội thất Mộc Mỹ Gia,Pending
DH-20260128,2026-03-18,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20260131,2026-03-18,Công ty Thiết kế Không Gian Xanh,Completed
DH-20260323,2026-03-18,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20260476,2026-03-18,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20260538,2026-03-18,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20260615,2026-03-18,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20260743,2026-03-18,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20261064,2026-03-18,Tổng thầu Decor Đông Dương,Completed
DH-20261132,2026-03-18,Homestay & Resort Hội An Green,Pending
DH-20261330,2026-03-18,Homestay & Resort Hội An Green,Completed
DH-20261392,2026-03-18,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20261406,2026-03-18,Công ty Cổ phần Decor Việt Nam,Completed
DH-20261790,2026-03-18,Công ty Cổ phần Decor Việt Nam,Completed
DH-20261877,2026-03-18,Chuỗi Siêu thị Nội thất Đẹp,Pending
DH-20262037,2026-03-18,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20262065,2026-03-18,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20262216,2026-03-18,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20262460,2026-03-18,Nội thất Thông minh SmartHome,Completed
DH-20262783,2026-03-18,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20262859,2026-03-18,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20263059,2026-03-18,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20263153,2026-03-18,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20263297,2026-03-18,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20263483,2026-03-18,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20263726,2026-03-18,Văn phòng Đại diện WoodTech VN,Completed
DH-20263757,2026-03-18,Văn phòng Đại diện WoodTech VN,Pending
DH-20264427,2026-03-18,Tổng thầu Decor Đông Dương,Completed
DH-20264713,2026-03-18,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20264811,2026-03-18,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20264919,2026-03-18,Nội thất Thông minh SmartHome,Completed
DH-20265424,2026-03-18,Công ty Thiết kế Không Gian Xanh,Pending
DH-20265703,2026-03-18,Công ty Thiết kế Không Gian Xanh,Completed
DH-20265823,2026-03-18,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20265944,2026-03-18,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20266724,2026-03-18,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20266819,2026-03-18,Khách sạn Grand Palace Heritage,Completed
DH-20266960,2026-03-18,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20266987,2026-03-18,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20267096,2026-03-18,Đại lý Bán lẻ Mộc Lan,Completed
DH-20267105,2026-03-18,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Pending
DH-20267763,2026-03-18,Tổng thầu Decor Đông Dương,Completed
DH-20267784,2026-03-18,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20267866,2026-03-18,Tổng thầu Nội thất Trường Thành,Completed
DH-20267972,2026-03-18,Chuỗi Homestay Cát Bà Eco,Completed
DH-20267996,2026-03-18,Công ty Thiết kế Không Gian Xanh,Pending
DH-20268051,2026-03-18,Tổng thầu Nội thất Trường Thành,Pending
DH-20268359,2026-03-18,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20268362,2026-03-18,Tập đoàn Xây dựng & Kiến trúc An Phong,Pending
DH-20268553,2026-03-18,Tổng thầu Nội thất Trường Thành,Completed
DH-20269105,2026-03-18,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20269187,2026-03-18,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20269215,2026-03-18,Tập đoàn Xây dựng & Kiến trúc An Phong,Pending
DH-20269469,2026-03-18,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20269811,2026-03-18,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20269838,2026-03-18,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20260110,2026-03-19,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20260227,2026-03-19,Công ty Thiết kế Không Gian Xanh,Completed
DH-20260420,2026-03-19,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20260442,2026-03-19,Đại lý Bán lẻ Mộc Lan,Completed
DH-20260696,2026-03-19,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20260919,2026-03-19,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20261173,2026-03-19,Chuỗi Siêu thị Nội thất Đẹp,Pending
DH-20261350,2026-03-19,Nội thất Thông minh SmartHome,Pending
DH-20261653,2026-03-19,Công ty Cổ phần Mỹ Nghệ Cát Tường,Pending
DH-20261886,2026-03-19,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20262454,2026-03-19,Đại lý Bán lẻ Mộc Lan,Completed
DH-20262762,2026-03-19,Đại lý Bán lẻ Mộc Lan,Completed
DH-20262906,2026-03-19,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20263154,2026-03-19,Tổng thầu Nội thất Trường Thành,Completed
DH-20263182,2026-03-19,Homestay & Resort Hội An Green,Completed
DH-20263184,2026-03-19,Tổng thầu Xây dựng Hòa Bình Group,Pending
DH-20263352,2026-03-19,Công ty Cổ phần Decor Việt Nam,Completed
DH-20263365,2026-03-19,Văn phòng Đại diện WoodTech VN,Completed
DH-20263561,2026-03-19,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20263602,2026-03-19,Khách sạn Grand Palace Heritage,Completed
DH-20263609,2026-03-19,Tổng thầu Decor Đông Dương,Completed
DH-20263617,2026-03-19,Văn phòng Đại diện WoodTech VN,Completed
DH-20264181,2026-03-19,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20264313,2026-03-19,Nội thất Thông minh SmartHome,Completed
DH-20264361,2026-03-19,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20264470,2026-03-19,Chuỗi Homestay Cát Bà Eco,Completed
DH-20264517,2026-03-19,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20265510,2026-03-19,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20265604,2026-03-19,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20265723,2026-03-19,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20265891,2026-03-19,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20266044,2026-03-19,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20266154,2026-03-19,Khách sạn Grand Palace Heritage,Pending
DH-20266328,2026-03-19,Nội thất Thông minh SmartHome,Completed
DH-20266814,2026-03-19,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20266922,2026-03-19,Văn phòng Đại diện WoodTech VN,Completed
DH-20267218,2026-03-19,Chuỗi Homestay Cát Bà Eco,Completed
DH-20267276,2026-03-19,Đại lý Bán lẻ Mộc Lan,Completed
DH-20267462,2026-03-19,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20267657,2026-03-19,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20267809,2026-03-19,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20267847,2026-03-19,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20267879,2026-03-19,Homestay & Resort Hội An Green,Completed
DH-20267923,2026-03-19,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20268499,2026-03-19,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20268631,2026-03-19,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20269152,2026-03-19,Tổng thầu Decor Đông Dương,Completed
DH-20269193,2026-03-19,Công ty Cổ phần Decor Việt Nam,Completed
DH-20269246,2026-03-19,Nội thất Thông minh SmartHome,Completed
DH-20269261,2026-03-19,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20269408,2026-03-19,Nội thất Thông minh SmartHome,Completed
DH-20269675,2026-03-19,Công ty Cổ phần Decor Việt Nam,Completed
DH-20269748,2026-03-19,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20260007,2026-03-20,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20260125,2026-03-20,Kiến trúc & Nội thất Hoàng Hoan,Pending
DH-20260530,2026-03-20,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20260636,2026-03-20,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20260833,2026-03-20,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20260905,2026-03-20,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20260915,2026-03-20,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20261157,2026-03-20,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20261247,2026-03-20,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20261608,2026-03-20,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20261664,2026-03-20,Công ty Cổ phần Decor Việt Nam,Completed
DH-20261720,2026-03-20,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20261805,2026-03-20,Homestay & Resort Hội An Green,Completed
DH-20261838,2026-03-20,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20261878,2026-03-20,Homestay & Resort Hội An Green,Completed
DH-20262292,2026-03-20,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20262629,2026-03-20,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20262708,2026-03-20,Nội thất Thông minh SmartHome,Completed
DH-20262854,2026-03-20,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20262956,2026-03-20,Tổng thầu Decor Đông Dương,Completed
DH-20262980,2026-03-20,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20263569,2026-03-20,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20263657,2026-03-20,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20263858,2026-03-20,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20263935,2026-03-20,Văn phòng Đại diện WoodTech VN,Completed
DH-20263938,2026-03-20,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20263984,2026-03-20,Công ty TNHH Kiến trúc Nhà Việt,Pending
DH-20264067,2026-03-20,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20264108,2026-03-20,Công ty Cổ phần Decor Việt Nam,Completed
DH-20264355,2026-03-20,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20264582,2026-03-20,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20264679,2026-03-20,Khách sạn Grand Palace Heritage,Completed
DH-20264784,2026-03-20,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20265019,2026-03-20,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20265048,2026-03-20,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20265267,2026-03-20,Tổng thầu Nội thất Trường Thành,Completed
DH-20265329,2026-03-20,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20266191,2026-03-20,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20266206,2026-03-20,Khách sạn Grand Palace Heritage,Completed
DH-20266353,2026-03-20,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20266437,2026-03-20,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20266569,2026-03-20,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20266599,2026-03-20,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20266689,2026-03-20,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20266884,2026-03-20,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20267287,2026-03-20,Nội thất Thông minh SmartHome,Completed
DH-20267312,2026-03-20,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20267416,2026-03-20,Tổng thầu Decor Đông Dương,Pending
DH-20267605,2026-03-20,Chuỗi Homestay Cát Bà Eco,Completed
DH-20267640,2026-03-20,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20267714,2026-03-20,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20267749,2026-03-20,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20267860,2026-03-20,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20268020,2026-03-20,Văn phòng Đại diện WoodTech VN,Pending
DH-20268492,2026-03-20,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20268589,2026-03-20,Chuỗi Homestay Cát Bà Eco,Completed
DH-20268731,2026-03-20,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20268779,2026-03-20,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20269108,2026-03-20,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20269181,2026-03-20,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20260193,2026-03-21,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20260284,2026-03-21,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20260395,2026-03-21,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20260409,2026-03-21,Tổng thầu Nội thất Trường Thành,Completed
DH-20260500,2026-03-21,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20260768,2026-03-21,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20260909,2026-03-21,Nội thất Thông minh SmartHome,Pending
DH-20260937,2026-03-21,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20260979,2026-03-21,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20261172,2026-03-21,Chuỗi Homestay Cát Bà Eco,Completed
DH-20261363,2026-03-21,Tổng thầu Xây dựng Hòa Bình Group,Pending
DH-20261467,2026-03-21,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20261568,2026-03-21,Tổng thầu Nội thất Trường Thành,Completed
DH-20261581,2026-03-21,Khách sạn Grand Palace Heritage,Pending
DH-20261717,2026-03-21,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20261871,2026-03-21,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20262220,2026-03-21,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20262494,2026-03-21,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20262755,2026-03-21,Tổng thầu Decor Đông Dương,Completed
DH-20262806,2026-03-21,Văn phòng Đại diện WoodTech VN,Completed
DH-20263096,2026-03-21,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20263167,2026-03-21,Công ty Cổ phần Decor Việt Nam,Completed
DH-20263379,2026-03-21,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20263395,2026-03-21,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20263451,2026-03-21,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20263509,2026-03-21,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20263511,2026-03-21,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20263592,2026-03-21,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20263660,2026-03-21,Khách sạn Grand Palace Heritage,Completed
DH-20264247,2026-03-21,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20264359,2026-03-21,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20264522,2026-03-21,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20264815,2026-03-21,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20264851,2026-03-21,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20265010,2026-03-21,Công ty Cổ phần Decor Việt Nam,Completed
DH-20265071,2026-03-21,Công ty Cổ phần Decor Việt Nam,Completed
DH-20265101,2026-03-21,Công ty Thiết kế Không Gian Xanh,Pending
DH-20265839,2026-03-21,Văn phòng Đại diện WoodTech VN,Completed
DH-20265969,2026-03-21,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20266010,2026-03-21,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20266128,2026-03-21,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20266369,2026-03-21,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20266492,2026-03-21,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20266738,2026-03-21,Văn phòng Đại diện WoodTech VN,Completed
DH-20266883,2026-03-21,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20266942,2026-03-21,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20266973,2026-03-21,Tổng thầu Decor Đông Dương,Completed
DH-20267176,2026-03-21,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20267360,2026-03-21,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20267453,2026-03-21,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20267524,2026-03-21,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Pending
DH-20267635,2026-03-21,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20267834,2026-03-21,Nội thất Thông minh SmartHome,Completed
DH-20267851,2026-03-21,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20267868,2026-03-21,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20268304,2026-03-21,Công ty Thiết kế Không Gian Xanh,Completed
DH-20268536,2026-03-21,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20268707,2026-03-21,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20268739,2026-03-21,Nội thất Thông minh SmartHome,Completed
DH-20269009,2026-03-21,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20269011,2026-03-21,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20269332,2026-03-21,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20269460,2026-03-21,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20269737,2026-03-21,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20269763,2026-03-21,Nội thất Thông minh SmartHome,Pending
DH-20260018,2026-03-22,Công ty Thiết kế Không Gian Xanh,Completed
DH-20260150,2026-03-22,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20260271,2026-03-22,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20260519,2026-03-22,Công ty TNHH Decor & Art Hà Nội,Pending
DH-20260729,2026-03-22,Tổng thầu Decor Đông Dương,Pending
DH-20261000,2026-03-22,Tổng thầu Xây dựng Hòa Bình Group,Pending
DH-20261002,2026-03-22,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20261195,2026-03-22,Công ty Phát triển Đô thị Thăng Long,Pending
DH-20262113,2026-03-22,Tổng thầu Decor Đông Dương,Completed
DH-20262207,2026-03-22,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20262476,2026-03-22,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20262492,2026-03-22,Đại lý Bán lẻ Mộc Lan,Completed
DH-20262626,2026-03-22,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20262804,2026-03-22,Khách sạn Grand Palace Heritage,Completed
DH-20262989,2026-03-22,Đại lý Xuất khẩu Gỗ Việt,Pending
DH-20263028,2026-03-22,Đại lý Phân phối Nội thất Minh Hải,Pending
DH-20263166,2026-03-22,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20263287,2026-03-22,Khách sạn Grand Palace Heritage,Completed
DH-20263427,2026-03-22,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20263691,2026-03-22,Homestay & Resort Hội An Green,Completed
DH-20263713,2026-03-22,Nội thất Thông minh SmartHome,Completed
DH-20263764,2026-03-22,Tổng thầu Decor Đông Dương,Completed
DH-20263840,2026-03-22,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20263954,2026-03-22,Công ty Thiết kế Không Gian Xanh,Completed
DH-20264175,2026-03-22,Đại lý Bán lẻ Mộc Lan,Completed
DH-20264211,2026-03-22,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20264594,2026-03-22,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20264741,2026-03-22,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20264824,2026-03-22,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20264881,2026-03-22,Tổng thầu Nội thất Trường Thành,Completed
DH-20265204,2026-03-22,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20265278,2026-03-22,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20265297,2026-03-22,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20265432,2026-03-22,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20265601,2026-03-22,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20266523,2026-03-22,Đại lý Bán lẻ Mộc Lan,Pending
DH-20266619,2026-03-22,Homestay & Resort Hội An Green,Completed
DH-20266708,2026-03-22,Nội thất Thông minh SmartHome,Completed
DH-20266836,2026-03-22,Công ty TNHH WoodStyle Việt Nam,Pending
DH-20266892,2026-03-22,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20266906,2026-03-22,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20267109,2026-03-22,Công ty Cổ phần Kiến trúc Xinh,Pending
DH-20267168,2026-03-22,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20267210,2026-03-22,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20267422,2026-03-22,Khách sạn Grand Palace Heritage,Completed
DH-20268186,2026-03-22,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20268198,2026-03-22,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20269029,2026-03-22,Homestay & Resort Hội An Green,Completed
DH-20269032,2026-03-22,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20269103,2026-03-22,Đại lý Xuất khẩu Gỗ Việt,Pending
DH-20269346,2026-03-22,Đại lý Bán lẻ Mộc Lan,Completed
DH-20269625,2026-03-22,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20260178,2026-03-23,Công ty Thiết kế Không Gian Xanh,Completed
DH-20260624,2026-03-23,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20260730,2026-03-23,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20260954,2026-03-23,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20261169,2026-03-23,Tổng thầu Decor Đông Dương,Completed
DH-20261206,2026-03-23,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20261217,2026-03-23,Nội thất Thông minh SmartHome,Completed
DH-20261317,2026-03-23,Tổng thầu Decor Đông Dương,Completed
DH-20261366,2026-03-23,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20262432,2026-03-23,Công ty Cổ phần Decor Việt Nam,Completed
DH-20262455,2026-03-23,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20262833,2026-03-23,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20263031,2026-03-23,Nội thất Thông minh SmartHome,Completed
DH-20263522,2026-03-23,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20263591,2026-03-23,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20263817,2026-03-23,Tổng thầu Nội thất Trường Thành,Completed
DH-20263961,2026-03-23,Tổng thầu Nội thất Trường Thành,Completed
DH-20264206,2026-03-23,Tổng thầu Decor Đông Dương,Completed
DH-20264370,2026-03-23,Tổng thầu Decor Đông Dương,Completed
DH-20264580,2026-03-23,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20264665,2026-03-23,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20264838,2026-03-23,Công ty TNHH Kiến trúc Nhà Việt,Pending
DH-20264859,2026-03-23,Tổng thầu Decor Đông Dương,Completed
DH-20265162,2026-03-23,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20265312,2026-03-23,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20265411,2026-03-23,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20265451,2026-03-23,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20265461,2026-03-23,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20265588,2026-03-23,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20265623,2026-03-23,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20265936,2026-03-23,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20266026,2026-03-23,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20266257,2026-03-23,Tổng thầu Nội thất Trường Thành,Pending
DH-20266403,2026-03-23,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20266591,2026-03-23,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20267023,2026-03-23,Nội thất Nhà Xinh Sài Gòn,Pending
DH-20267131,2026-03-23,Đại lý Bán lẻ Mộc Lan,Completed
DH-20267161,2026-03-23,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20267197,2026-03-23,Công ty Cổ phần Đầu tư Phú Mỹ,Pending
DH-20267199,2026-03-23,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20267214,2026-03-23,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20267273,2026-03-23,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Pending
DH-20267475,2026-03-23,Công ty Thiết kế Không Gian Xanh,Completed
DH-20267544,2026-03-23,Tổng thầu Nội thất Trường Thành,Completed
DH-20267632,2026-03-23,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20267713,2026-03-23,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20267772,2026-03-23,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20267829,2026-03-23,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20268018,2026-03-23,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20268050,2026-03-23,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20268080,2026-03-23,Tổng thầu Decor Đông Dương,Completed
DH-20268272,2026-03-23,Công ty Thiết kế Không Gian Xanh,Pending
DH-20268406,2026-03-23,Tổng thầu Nội thất Trường Thành,Completed
DH-20268658,2026-03-23,Nội thất Nhà Xinh Sài Gòn,Pending
